"","coder_id","paper_id","year_pub","author","taxa_list","list_countries","habitat","list_continents","meta_var_type","tele_cat","data_source_biodiv","data_type_biodiv","data_source_meta","data_type_meta","comments","biodiv_countries","num_biodiv_metrics","timestamp","num_countries","scale_entire","num_time_pd","year_start","year_end","temp_res","temp_res_unk","b4_dur_after","peri_tele_flows","peri_tele_sep","peri_tele_sep_unk","scale_biodiv","list_biodiv_metrics","further_discuss"
"57","E_Dean",3868,2014,"de Bie","Plants/trees/shrubs","Australia","Terrestrial","Oceania (Australia, New Zealand, Fiji, etc)","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","","Australia","1","2020-04-05 16:30:29",NA,"Sub-national (within-country region)",2,"2001","2011","Annually","","During","No ""flow"" identified","No","","Sub-national (within-country region)","Exotic species richness","No"
"58","E_Dean",5844,2012,"Brewer","Fish","Solomon islands whose pressure on coral reef fishes are driven by market demand, pop. density, and socioeconomic development that ultimately affect fishing pressure and reduction in coral cover","Marine","Oceania (Australia, New Zealand, Fiji, etc)","Continuous","Trade","Primary","Biological field observations","Secondary","Social science field surveys, Aggregate institutional data","","Solomon Islands","8","2020-05-15 14:32:41",NA,"Sub-national (within-country region)",1,"2004","2004","Monthly","","During","Human population density (people per sq. km of the coral reef), socioeconomic development (sum of un-weighted infrastructures and amenities), market access (un-weighted sum of the shortest distance from each ecological sampling location to the nearest local fish market, provincial capital, and national capital using roads and sea as routes as distance measures)","Yes","","Sub-national (within-country region)","Species richness; species evenness; average taxonomic distinctness (AvTD); variation in taxonomic distinctness (VarTD); all herbivores; non-target herbivores; all piscivores; non-target piscivores","No"
"59","E_Dean",6502,2011,"Nocera","Birds","Canada, USA","Terrestrial","North America (includes Hawaii & all countries above Panama Canal)","Continuous","Trade","Secondary","Biological field observations","Secondary","Aggregate institutional data","","Unclear","21","2020-04-05 17:20:38",NA,"International (within a continent; e.g., European Union)",3,NA,NA,"Unknown/Unclear","The study used datasets over 40 year period, but I do not know the temporal resolution of that data.","After","Import and export of beef; amount of hay harvested","Yes","","International (within a continent; e.g., European Union)","Relative abundance of bird species","No"
"60","E_Xing",44,2019,"Mokotjomela","Plants","South Africa","Terrestrial","Africa","Categorical","Other","Secondary","biological;rs","Secondary","social","na","no such data in Chinese survey","1","2020-03-19 13:14:00",1,"Sub-national (within-country region)",NA,NA,NA,"Other","na","1","Biodiversity Economy Strategy at South Africa","No","na","subnational","no such data in Chinese survey","No"
"61","E_Xing",1040,2018,"BALMER","Mammals","USA","Marine","North America","Categorical","Other","Primary","biological","Other","other","na","no such data in Chinese survey","na","2020-03-19 16:41:00",1,"Sub-national (within-country region)",3,"2010","2011","Other","Jun. 2010,Aug. 2010,Feb. 2011,Oct. 2013","3","oil spill","Yes","na","subnational","no such data in Chinese survey","No"
"62","E_Xing",3485,2015,"Hein","Other","Thailand","Marine","Asia","Categorical","Tourism","Primary","biological","Secondary","biological;social","na","no such data in Chinese survey","6","2020-04-16 01:17:00",1,"Sub-national (within-country region)",1,"2013","2013","Other","na","after","�high-use�or �low-use� sites of dive tourism according to sedimentation, diving pressure, snorkelling pressure, waste-water run-off, and boat traffic","No","na","subnational","no such data in Chinese survey","No"
"63","E_Xing",3583,2015,"Bispo","Invertebrates","Brazil","Freshwater","South America","Continuous","Tourism","Primary","biological","Secondary","social","na","no such data in Chinese survey","2","2020-05-14 15:58:00",1,"Sub-national (within-country region)",15,"2009","2011","Monthly;Other","na","before and after holidays","tourists","No","na","subnational","no such data in Chinese survey","No"
"64","E_Xing",3668,2015,"Meyer","Reptiles;Amphibians","USA, Spain and France","Freshwater","Europe","Categorical","Species Dispersal","Primary","biological","Other","other","na","no such data in Chinese survey","1","2020-04-16 02:12:00",3,"Intercontinental (>2 continents)",1,NA,NA,"Other","na","after","red-eared slider turtle exported from USA to Europe","Yes","na","international 1 continent","no such data in Chinese survey","No"
"65","E_Xing",4574,2013,"BERGER","Mammals","Mongolia, India, and China","Terrestrial","Asia","Continuous","Trade","Primary;Secondary","biological;aggregate","Primary;Secondary","social;aggregate","na","no such data in Chinese survey","1","2020-05-11 02:21:00",3,"Internaitonal (within a continent; e.g., European Union)",1,"2006","2007","Other","na","1","biomass of domestic goat","No","na","international 1 continent","no such data in Chinese survey","No"
"66","E_Xing",5175,2019,"Lewis","Birds","USA","Terrestrial","North America","Categorical","Other","Primary","biological","Secondary","social","na","no such data in Chinese survey","2","2020-05-11 20:24:00",1,"Sub-national (within-country region)",4,"2016","2018","Annually","na","after, 1 time, compare with other wetland","Payment for Agricultural Conservation Easement Program (ACEP)","No","na","subnational","no such data in Chinese survey","No"
"67","E_Xing",5804,2012,"FITZGERALD","Other","USA","Terrestrial","North America","Continuous","Migration nonhuman","Primary","biological","Primary","biological","na","no such data in Chinese survey","1","2020-05-11 23:37:00",1,"Sub-national (within-country region)",34,"1993","2009","Other","na","na","alien species","No","na","subnational","no such data in Chinese survey","No"
"68","E_Xing",6321,2011,"SARMENTO","Invertebrates;Plants","Brazil","Marine","South America","Continuous","Tourism","Primary","biological","Primary","social","na","no such data in Chinese survey","3","2020-05-13 00:05:00",1,"Sub-national (within-country region)",1,"2009","2009","Other","one time","compare two kinds of sites","tourism","No","na","subnational","no such data in Chinese survey","No"
"69","K_Kapsar",1743,2017,"Balduino","Fish","Brazil","Freshwater","South America","Categorical","Tourism","Primary","Biological field observations","Secondary","Qualitative analysis","","Brazil","5","2020-04-15 15:35:52",NA,"Unclear/unspecified",1,NA,NA,"Seasonally","","During","Tourists","No","","Sub-national (within-country region)","abundance, richness, diversity, dominance, community competition","No"
"70","K_Kapsar",2642,2016,"Lourdes","Fish","Philippines","Freshwater","Asia","Categorical","Invasive species","Primary","Biological field observations","Primary","Field observations","","Philippines","4","2020-04-16 15:23:46",NA,"Unclear/unspecified",1,"2013","2015","Weekly","","During","Invasive aquaculture fish","No","","Sub-national (within-country region)","fish biomass, Shannon-Weiner diversity, richness, evenness","No"
"71","K_Kapsar",3511,2014,"Bocxlaer","Invertebrates","Malawi","Freshwater","Africa","Continuous","Invasive species","Primary","Biological field observations","Primary","Field observations","","Malawi","2","2020-04-28 10:35:56",NA,"Intercontinental (> 2 continents)",1,"2004","2004","Unknown/Unclear","Sampling protocol not detailed","During","Invasive snail morph","No","","Sub-national (within-country region)","Density","No"
"72","K_Kapsar",3772,2014,"McDermid","Fish","Canada","Freshwater","North America (includes Hawaii & all countries above Panama Canal)","Categorical","Energy Transfer","Primary","Biological field observations","Secondary","unspecified","","Canada","7","2020-04-28 11:20:44",NA,"Sub-national (within-country region)",4,"1940","2010","Decadally","","Before, During","Dam","No","","Sub-national (within-country region)","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","No"
"73","K_Kapsar",3989,2014,"Bessa","Invertebrates","Portugal","Marine","Europe","Categorical","Tourism","Primary","Biological field observations","Secondary","Unclear. Presence/absence of tourists ","","Portugal","6","2020-04-28 13:20:02",NA,"Unclear/unspecified",2,"1999","2011","Monthly, Seasonally","","During","Tourists","No","","Sub-national (within-country region)","density (3 spp); richness; Shannon-Weiner index; community structure","No"
"74","K_Kapsar",4509,2013,"Luo","Mammals","China","Terrestrial","Asia","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations, Social science field surveys","","China","1","2020-05-28 14:58:08",NA,"Unclear/unspecified",1,"2003","2011","Unknown/Unclear","Census across 9 years","During, After","Tourists","No","","Sub-national (within-country region)","Species richness","No"
"75","K_Kapsar",4552,2013,"Zhou","Mammals","China","Terrestrial","Asia","Ordinal","Tourism","Primary","Biological field observations","Primary","Social science field surveys","","China","1","2020-04-29 13:55:51",NA,"Unclear/unspecified",1,"2007","2007","Seasonally","","During","","No","","Sub-national (within-country region)","fieldsign abundance","No"
"76","K_Kapsar",4831,2013,"Pour","Invertebrates","Iran","Marine","Asia","Categorical","Tourism","Primary","Biological field observations","Secondary","Unclear. ","","Iran","8","2020-04-30 19:01:01",NA,"Unclear/unspecified",2,"2009","2009","Unknown/Unclear","Two sampling events. Unclear how long they took. ","During, After","Tourists","No","","Sub-national (within-country region)","richness, density, assemblage, body size","No"
"77","K_Kapsar",5773,2012,"Chepinoga","Plants/trees/shrubs","Russia","Terrestrial","Asia","Continuous","Tourism","Primary","Biological field observations","Primary","Field observations","","Russia","1","2020-04-30 16:38:13",NA,"Unclear/unspecified",1,"2009","2009","Unknown/Unclear","Single time period","During","Tourists","No","","Sub-national (within-country region)","species richness","No"
"78","K_Kapsar",5782,2012,"Martin","Birds","Spain","Terrestrial","Europe","Continuous","Knowledge Transfer","Primary","Biological field observations","Primary","Field observations","","Spain","1","2020-04-30 17:00:31",NA,"Unclear/unspecified",2,"1998","2008","Unknown/Unclear","","Before, During","Agri-environmental policy","No","","Sub-national (within-country region)","Percent change in population size","No"
"79","K_Kapsar",5926,2011,"Harriague","Invertebrates","Italy","Marine","Europe","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","","Italy","4","2020-05-28 17:01:26",NA,"Unclear/unspecified",2,"2006","2007","Unknown/Unclear","Two sampling events","Before, During","Tourist vessels in harbor","No","","Sub-national (within-country region)","abundance, biomass, species richness, ecological integrity","No"
"80","M_Lei",80,2019,"Krawczyk","Birds, Reptiles","Greece","Terrestrial","Europe","Categorical","Investment","Primary","Biological field observations","Secondary","Remote sensing","","Greece","2","2020-04-30 18:34:53",NA,"Sub-national (within-country region)",1,"2016","2016","Annually","","After","Investment(building and road)","No","","Sub-national (within-country region)","bird and reptile abundance","No"
"81","M_Lei",379,2019,"Moraes","Invertebrates","Brazil","Marine","South America","Continuous","Species Dispersal","Primary, Secondary","Biological field observations, Aggregate institutional data","Primary, Secondary","Field observations, Aggregate institutional data","","Brazil","2","2020-04-28 16:37:45",NA,"Sub-national (within-country region)",6,"2008","2016","Annually","","During","Bioeroding sponge richness and abundance","No","","Sub-national (within-country region)","Bioeroding sponge richness and abundance","No"
"82","M_Lei",396,2019,"Wraith","Plants/trees/shrubs","tourism and recreatio","Terrestrial","Oceania (Australia, New Zealand, Fiji, etc)","Continuous","Tourism, grazing","Secondary","Aggregate institutional data","Secondary","Aggregate institutional data","","Australia","1","2020-04-30 17:13:50",NA,"Global (>100 countries)",1,"2018","2018","Annually","","During","tourism and grazing, Get the data through the report: number of threatened species","Yes","","Sub-national (within-country region)","orchids richness ","No"
"83","M_Lei",471,2011,"WIANCKO","Birds","CUBA","Terrestrial","North America (includes Hawaii & all countries above Panama Canal)","Continuous","Investment","Primary","Biological field observations","Primary","Field observations","","CUBA","2","2020-04-30 22:49:42",NA,"Sub-national (within-country region)",3,"2005","2006","Seasonally","","During","investment and building in resorts","No","","Sub-national (within-country region)","landbird richness and abundance","No"
"84","M_Lei",523,2018,"Kouvari","Mammals","35","Marine","North America (includes Hawaii & all countries above Panama Canal), South America, Asia, Europe, Africa, Antarctica","Continuous","Migration (human)","Secondary","Aggregate institutional data","Secondary","Aggregate institutional data","","35","1","2020-04-30 16:14:24",NA,"Intercontinental (> 2 continents)",5,NA,NA,"Unknown/Unclear","we divide insular extinctions in five bins, being Late Pleistocene (125–10 ka), Early Holocene (10.0–8.2 ka), Middle Holocene (8.2–4.2 ka), Late Holocene (4.2–0.5 ka), and Modern Era (500 years ago till today) ","During","first human arrival","Unclear/Uncertain","It doesn't mention where people come from in this paper","Intercontinental (> 2 continents)","extinct taxa","No"
"85","M_Lei",708,2018,"Raghavan","Fish","india","Freshwater","Asia","Continuous","Trade, unmanaged harvests for the aquarium trade","Primary","Biological field observations","Primary","Field observations","","india","2","2020-04-30 19:27:46",NA,"Sub-national (within-country region)",30,NA,NA,"Monthly","","After","unmanaged harvests, no quantify","No","","Sub-national (within-country region)","unmanaged harvests for the aquarium trade","No"
"86","M_Lei",713,2018,"Arbieu","Mammals","many, visitor numbers","Terrestrial","Africa","Continuous","Tourism","Primary, Secondary","Social science field observations, Aggregate institutional data","Primary, Secondary","Social science field surveys, Aggregate institutional data","","3, Namibia, Botswana, South Africa ","2","2020-04-30 17:58:12",NA,"Global (>100 countries)",1,"2012","2014","Annually","","After","","No","","National","Large mammal richness and Abundance","No"
"87","M_Lei",897,2018,"Czortek","Invertebrates, Plants/trees/shrubs","Poland","Terrestrial","Europe","Continuous","Tourism","Primary","Biological field observations, Aggregate institutional data","Secondary","Field observations, Aggregate institutional data","","","2","2020-03-19 23:41:34",1,"Sub-national ((within-country region)",144,"1872","2016","Unknown/Unclear","Three data periods: 1872–1969; 1960–2016;  Augest 2016","During","1600 climbers(statistics)","No","","Sub-national (within-country region)","species richness; diversity","No"
"88","M_Lei",1681,2017,"Ivanova","Mammals","many, Tourists","Terrestrial","Europe","Continuous","Tourism","Primary","Biological field observations","Primary","Field observations","","Bulgaria","1","2020-04-30 20:36:23",NA,"Global (>100 countries)",1,"2016","2016","Annually","","During","Tourists，The number of photoflashes produced by tourists in a session. ","No","","Sub-national (within-country region)","bat mortality","No"
"89","M_Lei",2050,2017,"NAUDIYAL","Plants/trees/shrubs","India","Terrestrial","Asia","Continuous","Tourism, Cutting and grazing/browsing","Primary","Biological field observations","Primary","Field observations","","India","1","2020-04-30 16:48:02",NA,"Sub-national (within-country region)",1,NA,NA," there is no year provided","","During","The article divides human behavior into three categories, based on how much plants are harmed","Yes","","Sub-national (within-country region)","Vegetation diversity, shannon diversity index","No"
"90","M_Lei",2284,2016,"Selier","Mammals","tourists","Terrestrial","Africa","Continuous","Tourism","Secondary","Aggregate institutional data","Secondary","Aggregate institutional data","","3, Botswana, South Africa and Zimbabw","1","2020-04-30 17:29:58",NA,"Global (>100 countries)",7,"2000","2012","(2000, 2001, 2004, 2007, 2008, 2010 and 2012)","","After"," tourism,Number of tourists who travel to a country other than that in which they have their usual residence","Yes","","National","tourist numbers","No"
"91","M_Lei",3151,2015,"LASNE","Fish","France","Freshwater","Europe","Categorical","Migration (non-human)","Primary","Biological field observations","Primary","Field observations","","","2","2020-03-20 00:22:50",1,"Sub-national ((within-country region)",18,"1994","2011","Annually","","Before, After","fish flow (The nest density and spatial distribution)","Yes","","Sub-national (within-country region)","The nest density and spatial distribution","No"
"92","M_Lei",3247,2015,"Valencia","Plants/trees/shrubs","Mexico","Terrestrial","North America (includes Hawaii & all countries above Panama Canal)","Continuous","Knowledge Transfer","Primary","Biological field observations, Social science field observations","Primary","Field observations, Social science field surveys","","Mexico","3","2020-05-25 23:39:29",NA,"Sub-national (within-country region)",1,"2011","2012","Seasonally","","After","farmers’ knowledge of management practices,Preferred and disliked tree species mentioned in at least 20% of interviews","Yes","","Sub-national (within-country region)","tree richness,tree density,shannon diversity","No"
"93","M_Lei",4832,2013,"SILCOCK","Plants/trees/shrubs"," Australia","Terrestrial","Oceania (Australia, New Zealand, Fiji, etc)","Continuous","grazing","Primary","Biological field observations","Primary","Field observations",""," Australia","2","2020-04-30 21:27:15",NA,"Sub-national (within-country region)",1,"2010","2010","Unknown/Unclear","","During","grazing, a control group was set up","No","","Sub-national (within-country region)","richness and abundance","No"
"94","M_Lei",6195,2011,"Azhar","Birds","Malaysia","Terrestrial","Asia","Continuous","Investment","Primary","Biological field observations","Primary","Field observations","","Malaysia","1","2020-05-25 23:02:44",NA,"Sub-national (within-country region)",1,"2009","2009","Annually","","After","natural forest prior to conversion to oil palms.","No","","Sub-national (within-country region)","birds richness","No"
"95","MG_Chung",45,2019,"Green","Birds, Mammals, Amphibians, Plants/trees/shrubs","many","Terrestrial","South America","Continuous","Trade","Secondary","Aggregate institutional data","Secondary","Remote sensing, Aggregate institutional data","","","1","2020-03-15 22:29:55",139,"Global (>100 countries)",2,"2000","2010","Annually","","Before, During","Soybean trade","No","","Sub-national (within-country region)","species-by-species losses of suitable habitat","No"
"96","MG_Chung",654,2018,"Antonio Donazar","Birds","Spain","Terrestrial","Europe","Continuous","Tourism","Primary","Biological field observations","Primary","Field observations","","","1","2020-03-16 12:54:51",1,"Sub-national ((within-country region)",1,"2014","2014","Daily","","During","the number of vehicles in protected areas as most of visitors access the park by motor vehicle","No","","Sub-national (within-country region)","the number of scavenger species recorded daily","No"
"97","MG_Chung",4132,2014,"Bjerke","Birds","Norway","Terrestrial","Europe","Continuous","Migration (non-human)","Primary","Biological field observations","Primary","Field observations","Populations of migratory geese negatively impact available hay biomass and quality that are used for milk feed from farmers.","","1","2020-03-18 12:23:33",1,"Sub-national ((within-country region)",1,"2011","2011","Seasonally","","During","spring-staging pink-footed geese (as measured from the goose-dropping counts)","No","","Sub-national (within-country region)","the Shannon biodiversity index of weeds","No"
"98","MG_Chung",4155,2014,"Thomas","Birds","USA","Terrestrial","North America","Categorical","Energy Transfer","Primary","Biological field observations","Primary","Social science field surveys","","","2","2020-03-18 15:10:03",1,"Sub-national ((within-country region)",1,"2009","2010","Annually","","During, After","the number of oil wells (active, conventional oil-gas well)(wells/site, wells/km2)","No","","Sub-national (within-country region)","species richness; species abundance","No"
"99","MG_Chung",5966,2012,"Vitule","Fish","Brazil; Paraguay; Argentina; Bolivia; Uruguay","Freshwater","South America","Categorical","Water Transfer","Secondary","Aggregate institutional data","Secondary","Aggregate institutional data","","","2","2020-03-19 15:21:28",5,"International (within a continent; e.g., European Union)",2,NA,NA,"Annually","","Before, After","changes in biotic homogenization of fish fauna/assemblages caused by the elimination of a natural barrier due to dam construction, aquaculture, and aquarium trade","No","","International (within a continent; e.g., European Union)","Jaccard's coefficient; Whittaker's beta biodiversity index","No"
"100","MG_Chung",6396,2011,"Murphy","Invertebrates","Belarus; Ukraine","Freshwater","Europe","Continuous","Chernobyl Nuclear Power Plant","Primary","Biological field observations","Primary","Field observations","","","4","2020-03-19 16:37:56",2,"International (within a continent; e.g., European Union)",1,"2003","2004","Annually","","After","radiation exposure (137Cs activity concentration) after Chernobyl accident","No","","Sub-national (within-country region)","abundance of individuals; taxon richness; Berger-Parker dominance; Shannon-Wiener diversity","No"
"101","MG_Chung",6493,2011,"Suarez-Rubio","Birds","USA","Terrestrial","North America","Categorical","Exurban development","Primary","Biological field observations","Secondary","Remote sensing","","","2","2020-03-20 10:30:03",NA,"Sub-national ((within-country region)",1,"2006","2006","Seasonally","","After","comparison between forests (reference) and exurban development sites","No","","Sub-national (within-country region)","a multi-response permutation procedure (MRPP); species abundance","No"
"102","X_Wu",302,2014,"Lima","Fish","Brazil","Freshwater","South America","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","","Brazil","4","2020-05-19 09:25:52",NA,"Unclear/unspecified",1,"2005","2007","Daily","","During","","No","","Sub-national (within-country region)","Species richness; diversity; eveness; density","No"
"103","X_Wu",479,2019,"Singh","Invertebrates","China","Terrestrial","Asia","Categorical","Trade","Primary","Biological field observations","Primary","Field observations","This paper only showed the significant differences about the α diversity.","China","3","2020-05-19 10:32:00",NA,"Unclear/unspecified",1,"2013","2013","Annually","","During","","No","","Sub-national (within-country region)","Richness, abundance, diversity","No"
"104","X_Wu",992,2018,"Johnson","Invertebrates","Sweden","Freshwater","Europe","Continuous","Species Dispersal","Primary","Biological field observations","Secondary","Field observations","","Sweden","1","2020-04-05 16:01:34",NA,"Unclear/unspecified",1,NA,NA,"Monthly","","During","","No","","Sub-national (within-country region)","Species composition","No"
"105","X_Wu",1299,2017,"Coppes","Birds","Germany","Terrestrial","Europe","Continuous","Tourism","Primary","Biological field observations","Primary","Remote sensing","","Germany","1","2020-04-06 09:38:00",NA,"Unclear/unspecified",2,"2003","2006","Seasonally","","During","","No","","Sub-national (within-country region)","Habitat","No"
"106","X_Wu",1368,2017,"Arribas","Invertebrates","Argentina","Marine","South America","Continuous","Tourism","Primary","Biological field observations","Primary","Field observations","","Argentina","1","2020-05-19 11:38:15",NA,"Unclear/unspecified",4,NA,NA,"Seasonally","","During","","No","","Sub-national (within-country region)","Density","No"
"107","X_Wu",1799,2017,"Harris","Birds","Indonesia","Terrestrial","Asia","Continuous","Trade","Primary","Biological field observations","Primary","Social science field surveys","","Indonesia","1","2020-04-06 10:12:29",NA,"National",14,"1998","2014","Daily","","During","","No","","Sub-national (within-country region)","Abundance","No"
"108","X_Wu",2345,2016,"Farwell","Birds","USA","Terrestrial","North America (includes Hawaii & all countries above Panama Canal)","Continuous","Trade, Energy Transfer","Primary","Biological field observations","Primary","Remote sensing","This paper is about shale gas, so I chose trade and enegy transfer as external process.","USA","1","2020-04-05 16:36:49",NA,"Unclear/unspecified",8,"2008","2015","Daily","","During","","No","","Sub-national (within-country region)","Species richness","No"
"109","X_Wu",2606,2016,"Seer","Plants/trees/shrubs","Germany","Terrestrial","Europe","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","","","3","2020-03-19 21:51:05",1,"Sub-national ((within-country region)",3,"2011","2013","Annually","","After","","No","","Sub-national (within-country region)","Species richness; species coverage; plant community classes","No"
"110","X_Wu",3165,2015,"Fenu","Plants/trees/shrubs","Italy","Terrestrial","Europe","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","","","2","2020-03-19 22:15:46",1,"Sub-national ((within-country region)",1,NA,NA,"Monthly","","After","","No","","Sub-national (within-country region)","Plant density; plant fitness","No"
"111","X_Wu",4257,2014,"Miranda","Invertebrates","South Africa","Freshwater","Africa","Categorical","Trade, Species Dispersal","Secondary","Biological field observations","Primary","Field observations","","South Africa","1","2020-05-19 12:26:04",NA,"Unclear/unspecified",2,"1968","2013","Annually","","Before, After","","No","","Sub-national (within-country region)","Composition","No"
"112","X_Wu",4393,2013,"Hanafiah","Fish","Germany; Netherlands; Belgium; Hungary; Austria; Slovakia; Luxembourg; France","Freshwater","Europe","Categorical","Trade, Species Dispersal","Secondary","Aggregate institutional data","Secondary","Aggregate institutional data","","Germany; Netherlands; Belgium; Hungary; Austria; Slovakia; Luxembourg; France","1","2020-04-06 11:09:29",NA,"International (within a continent; e.g., European Union)",1,"1992","2009","Unknown/Unclear","The data is secondary data.","During","","No","","International (within a continent; e.g., European Union)","Species richness","No"
"113","X_Wu",4551,2013,"Fukami","Plants/trees/shrubs","New Zealand","Terrestrial","Oceania (Australia, New Zealand, Fiji, etc)","Categorical","Species Dispersal","Primary","Biological field observations","Primary","Field observations","","New Zealand","3","2020-04-06 15:55:08",NA,"Unclear/unspecified",5,"2002","2006","Annually","","During","","No","","Sub-national (within-country region)","alpha diversity; beta diversity; gamma diversity","No"
"114","X_Wu",5125,2019,"Niu","Plants/trees/shrubs","China and rest of the world","Terrestrial","Asia","Continuous","Tourism","Primary","Biological field observations","Primary","Field observations","","China","1","2020-04-05 11:50:54",NA,"Unclear/unspecified",1,NA,NA,"Unknown/Unclear","Not mention in the paper","During","","No","","Sub-national (within-country region)","Species diversity","No"
"115","X_Wu",5309,2019,"Dunn","Birds","Antarctic","Terrestrial","Antarctica","Continuous","Tourism","Primary","Biological field observations","Primary","Field observations","","Antarctic","1","2020-04-06 11:53:33",NA,"Intercontinental (> 2 continents)",21,"1996","2017","Annually","","During","","No","","International (within a continent; e.g., European Union)","Population","No"
"116","X_Wu",5746,2012,"Villamagna","Birds","Mexico","Freshwater","North America (includes Hawaii & all countries above Panama Canal)","Continuous","Species Dispersal","Primary","Biological field observations","Primary","Field observations","","Mexico","4","2020-05-19 20:24:57",NA,"Unclear/unspecified",6,"2006","2008","Seasonally","","During","","No","","Sub-national (within-country region)","Density, species richness, Simpson's index, species composition","No"
"117","X_Wu",5853,2012,"Flecks","Reptiles","Tanzania","Terrestrial","Africa","Categorical","Trade","Primary","Biological field observations","Primary","Social science field surveys","","Tanzania","1","2020-04-05 17:29:40",NA,"Intercontinental (> 2 continents)",1,"2009","2009","Annually","","During","","No","","Sub-national (within-country region)","Population","No"
"118","X_Wu",6820,2010,"Young","Birds","St Lucia","Terrestrial","North America (includes Hawaii & all countries above Panama Canal)","Categorical","Tourism","Primary","Biological field observations","Primary","Remote sensing","","St Lucia","1","2020-04-06 16:45:22",NA,"Unclear/unspecified",2,"2006","2007","Daily","","During","","No","","Sub-national (within-country region)","Population","No"
"119","X_Wu",6845,2010,"Juhasz","Invertebrates","French Polynesia","Marine","Oceania (Australia, New Zealand, Fiji, etc)","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","","","1","2020-03-19 22:27:04",1,"Sub-national ((within-country region)",1,NA,NA,"Daily","","After","","No","","Sub-national (within-country region)","Species abundence","No"
"120","Y_Li",813,2018,"Mantelatto","Plants/trees/shrubs","Brazil","Marine","South America","Continuous","Trade, Species Dispersal","Primary","Biological field observations","Secondary","Aggregate institutional data","","Brazil","1","2020-05-29 22:49:00",NA,"Sub-national (within-country region)",1,"2017","2017","Annually","","","invasive species via trade","No","","Sub-national (within-country region)","abundance","No"
"121","Y_Li",2222,2016,"Nishijima","Birds","many","Terrestrial","Unclear/unknown","Continuous","Trade","Secondary","Aggregate institutional data","Secondary","Aggregate institutional data","","","1","2020-03-20 10:47:15",NA,"Global (>100 countries)",4,"2000","2004","Annually","","","wood trade. (ps: ""how do they quantify it"" is confusing here)","Unclear/Uncertain","if it is about trade among all counties, what coupling should it be?","Sub-national (within-country region)","bird extinction risks (a repeat question, as this has been asked in survey #1)","No"
"122","Y_Zhang",227,2019,"Marquardt","Not specified/global study","many","Not specified/Global study","North America (includes Hawaii & all countries above Panama Canal), South America, Asia, Europe, Africa, Oceania (Australia, New Zealand, Fiji, etc)","Not specified, use household expenditure and population density as variables","Trade, Migration (human), human consumption (direct, agriculture/land use change)","Secondary","Aggregate institutional data","Secondary","Aggregate institutional data","","many","4","2020-04-16 11:45:16",NA,"Global (>100 countries)",2,"2009","2016","Unknown/Unclear","Found in supplementary material, the data are secondary (from other studies) - one in 2009, one in 2016, temporal resolutions are unclear","After","Not specified, inferred only","No","","Global (>100 countries)","mean species abundance, relative abundance, relative within-sample species richness, vulnearbility-weighted global relative species","No"
"123","Y_Zhang",311,2013,"Farris","Plants/trees/shrubs","Italy","Terrestrial","Europe","Categorical","Tourism","Primary","Biological field observations","Secondary","No quantified data of tourists, but use intensity (high, low) instead","","Italy","1","2020-04-16 12:14:45",NA,"Sub-national (within-country region)",2,"2006","2006","Seasonally","Spring and summer","Before, After","Tourists","No","","Sub-national (within-country region)","species cover","No"
"124","Y_Zhang",425,2019,"Costa","Invertebrates","Brazil or more (unspecified tourist source)","Terrestrial, Marine","South America","Continuous","Tourism","Primary","Biological field observations","Primary","Field observations","","Brazil","1","2020-04-28 22:26:10",NA,"Unclear/unspecified",2,"2017","2018","Unknown/Unclear","Several field days","Before, After","Urbanization index and percentage of fine sediment","No","","Sub-national (within-country region)","Single species abundance","No"
"125","Y_Zhang",466,2011,"Bejarano","Plants/trees/shrubs","Sweden","Freshwater","Europe","Categorical","Water flow (hydrological regulation)","Primary","Biological field observations","Secondary","Remote sensing, Aggregate institutional data","","Sweden","2","2020-04-28 22:54:45",NA,"Sub-national (within-country region)",2,"2006","2009","Unknown/Unclear","","After","Water flow (impact from dams)","No","","Sub-national (within-country region)","Number of trees; number of shrubs","No"
"126","Y_Zhang",1752,2017,"Zeeman","Plants/trees/shrubs","Australia","Terrestrial","Oceania (Australia, New Zealand, Fiji, etc)","Categorical","Species Dispersal, Urbanization","Primary","Biological field observations","Secondary","Aggregate institutional data","","Australia","1","2020-04-29 00:58:25",NA,"Sub-national (within-country region)",2,"1994","2014","Unknown/Unclear","Several field data collections, unknown resoluation","After","","No","","Sub-national (within-country region)","Species occurance","No"
"127","Y_Zhang",3697,2014,"Moraga","Mammals","Chile","Terrestrial","South America","Continuous","Migration (non-human), Mentioned commercial logging but its impact is not measured.","Primary","Biological field observations","Primary","Field observations","","Chile","1","2020-05-25 17:28:27",NA,"Sub-national (within-country region)",16,"2006","2010","Seasonally","","Before, After","","No","","Sub-national (within-country region)","Guanaco density","No"
