"paper_id","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","UID","hab","tc","biodiv_countries","list_countries","data_source_meta","data_source_biodiv","tele_cat","data_type_meta","data_type_biodiv","habitat","list_continents","num_countries","scale_entire","meta_var_type","peri_tele_flows","peri_tele_sep","peri_tele_sep_unk","scale_biodiv","num_biodiv_metrics","list_biodiv_metrics","taxa","sig_effect","maj_eff","tax_ID","maj_eff_taxa"
3772,16,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Alpha (w/in site)","Decadal","Neutral (only when there is absolutely no difference in metrics)","FALSE","","Ottawa T1->T2 coefficient of inbreeding","3772_16","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Not significant or unclear","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,15,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Alpha (w/in site)","Decadal","Neutral (only when there is absolutely no difference in metrics)","FALSE","","Ottawa T1 -> T2 Allelic richness","3772_15","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Not significant or unclear","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,14,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Alpha (w/in site)","Decadal","Neutral (only when there is absolutely no difference in metrics)","FALSE","","Ottawa T1 -> T2 Observed heterozygosity","3772_14","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Not significant or unclear","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,13,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Beta (between pairs of sites)","pooled data for all time periods","Neutral (only when there is absolutely no difference in metrics)","FALSE","0.76","Pairwise divergence between rivers for all time periods pooled","3772_13","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Not significant or unclear","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,12,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Beta (between pairs of sites)","pooled data across all time periods","Neutral (only when there is absolutely no difference in metrics)","FALSE","0.39","Coefficient of inbreeding between rivers for all time periods pooled","3772_12","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Not significant or unclear","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,11,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Beta (between pairs of sites)","pooled data for all time periods","Neutral (only when there is absolutely no difference in metrics)","FALSE","0.21","Observed heterozygosity between rivers across all time periods pooled","3772_11","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Not significant or unclear","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,10,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Beta (between pairs of sites)","Pooled data across all time periods","Neutral (only when there is absolutely no difference in metrics)","FALSE","0.12","Allelic richness between rivers for all time periods","3772_10","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Not significant or unclear","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,9,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Beta (between pairs of sites)","Decadal","Changed (e.g. species composition)","TRUE","0.05","Ottawa 1980s -> Ottawa 2000s (Pairwise divergence)","3772_9","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Changed","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,8,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Alpha (w/in site)","Decadal","Changed (e.g. species composition)","TRUE","0.05","Ottawa 1940s -> Ottawa 2000s (Pairwise divergence)","3772_8","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Changed","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,7,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Alpha (w/in site)","Decadal","Neutral (only when there is absolutely no difference in metrics)","FALSE","","Ottawa 1940s -> Ottawa 1980s (pairwise divergence)","3772_7","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Not significant or unclear","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,6,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Beta (between pairs of sites)","Decadal","Changed (e.g. species composition)","TRUE","0.05","Kenogami 2010s -> Ottawa 2000s (pairwise divergence)","3772_6","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Changed","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,5,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Beta (between pairs of sites)","Decadal","Changed (e.g. species composition)","TRUE","0.05","Kenogami 2010s -> Ottawa 1980s (pairwise divergence)","3772_5","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Changed","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,4,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Beta (between pairs of sites)","Decadal","Changed (e.g. species composition)","TRUE","0.05","Kenogami 2010s -> Ottawa 1940s (pairwise divergence)","3772_4","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Changed","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,3,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Beta (between pairs of sites)","Decadal","Changed (e.g. species composition)","TRUE","0.05","Kenogami 1980s -> Ottawa 200s (Pairwise divergences)","3772_3","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Changed","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,2,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Beta (between pairs of sites)","Decadal","Changed (e.g. species composition)","TRUE","0.05","Kenogami 1980s -> Ottawa 1980s (Pairwise divergences)","3772_2","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Changed","Not significant or unclear","3772_Fish","Not significant or unclear"
3772,1,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Beta (between pairs of sites)","Decadal","Changed (e.g. species composition)","TRUE","0.05","Kenogami 1980s -> Ottawa 1940s (Pairwise divergences)","3772_1","Freshwater","Energy Transfer","CAN","CAN","Secondary","Primary","Energy Transfer","Other","Biological field observations","Freshwater","North America",NA,"Sub-national (within-country region)","Categorical","Dam","No","","Sub-national (within-country region)","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","Fish","Changed","Not significant or unclear","3772_Fish","Not significant or unclear"
3989,12,"Taxonomic",NA,"Composition (what species?)",NA,"Alpha (w/in site)","Annual","Changed (e.g. species composition)","TRUE","0.0028","Significant change in community structure over time at tourist beach","3989_12","Marine","Tourism","PRT","PRT","Secondary","Primary","Tourism","Other","Biological field observations","Marine","Europe",NA,"Unclear/unspecified","Categorical","Tourists","No","","Sub-national (within-country region)","6","density (3 spp); richness; Shannon-Weiner index; community structure","Invertebrates","Changed","Not significant or unclear","3989_Invertebrates","Not significant or unclear"
3989,11,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.05","Significant negative correlation between T. europaeus abundance and number of tourists ","3989_11","Marine","Tourism","PRT","PRT","Secondary","Primary","Tourism","Other","Biological field observations","Marine","Europe",NA,"Unclear/unspecified","Categorical","Tourists","No","","Sub-national (within-country region)","6","density (3 spp); richness; Shannon-Weiner index; community structure","Invertebrates","Harmful","Not significant or unclear","3989_Invertebrates","Not significant or unclear"
3989,10,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.004","Significant negative correlation between number of tourists and T. saltator abundance","3989_10","Marine","Tourism","PRT","PRT","Secondary","Primary","Tourism","Other","Biological field observations","Marine","Europe",NA,"Unclear/unspecified","Categorical","Tourists","No","","Sub-national (within-country region)","6","density (3 spp); richness; Shannon-Weiner index; community structure","Invertebrates","Harmful","Not significant or unclear","3989_Invertebrates","Not significant or unclear"
3989,9,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Annual","Negative (detrimental)","FALSE","","No change in abundance of T. brito over time at tourist beach","3989_9","Marine","Tourism","PRT","PRT","Secondary","Primary","Tourism","Other","Biological field observations","Marine","Europe",NA,"Unclear/unspecified","Categorical","Tourists","No","","Sub-national (within-country region)","6","density (3 spp); richness; Shannon-Weiner index; community structure","Invertebrates","Not significant or unclear","Not significant or unclear","3989_Invertebrates","Not significant or unclear"
3989,8,"Taxonomic",NA,NA,NA,"Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.0109","T. europaeus abundance over time on tourist beach","3989_8","Marine","Tourism","PRT","PRT","Secondary","Primary","Tourism","Other","Biological field observations","Marine","Europe",NA,"Unclear/unspecified","Categorical","Tourists","No","","Sub-national (within-country region)","6","density (3 spp); richness; Shannon-Weiner index; community structure","Invertebrates","Harmful","Not significant or unclear","3989_Invertebrates","Not significant or unclear"
3989,7,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.0132","T. saltator abundance at tourist beach over time","3989_7","Marine","Tourism","PRT","PRT","Secondary","Primary","Tourism","Other","Biological field observations","Marine","Europe",NA,"Unclear/unspecified","Categorical","Tourists","No","","Sub-national (within-country region)","6","density (3 spp); richness; Shannon-Weiner index; community structure","Invertebrates","Harmful","Not significant or unclear","3989_Invertebrates","Not significant or unclear"
3989,6,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta (between pairs of sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Neutral (only when there is absolutely no difference in metrics)","FALSE","","T. brito abundance between beaches","3989_6","Marine","Tourism","PRT","PRT","Secondary","Primary","Tourism","Other","Biological field observations","Marine","Europe",NA,"Unclear/unspecified","Categorical","Tourists","No","","Sub-national (within-country region)","6","density (3 spp); richness; Shannon-Weiner index; community structure","Invertebrates","Not significant or unclear","Not significant or unclear","3989_Invertebrates","Not significant or unclear"
3989,4,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta (between pairs of sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.001","T. saltator density between sites","3989_4","Marine","Tourism","PRT","PRT","Secondary","Primary","Tourism","Other","Biological field observations","Marine","Europe",NA,"Unclear/unspecified","Categorical","Tourists","No","","Sub-national (within-country region)","6","density (3 spp); richness; Shannon-Weiner index; community structure","Invertebrates","Beneficial","Not significant or unclear","3989_Invertebrates","Not significant or unclear"
3989,3,"Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Beta (between pairs of sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","FALSE","","Shannon-Wiener diversity index between sites","3989_3","Marine","Tourism","PRT","PRT","Secondary","Primary","Tourism","Other","Biological field observations","Marine","Europe",NA,"Unclear/unspecified","Categorical","Tourists","No","","Sub-national (within-country region)","6","density (3 spp); richness; Shannon-Weiner index; community structure","Invertebrates","Not significant or unclear","Not significant or unclear","3989_Invertebrates","Not significant or unclear"
3989,2,"Taxonomic",NA,"Richness (number of species)",NA,"Beta (between pairs of sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Neutral (only when there is absolutely no difference in metrics)","FALSE","","Species richness between beaches","3989_2","Marine","Tourism","PRT","PRT","Secondary","Primary","Tourism","Other","Biological field observations","Marine","Europe",NA,"Unclear/unspecified","Categorical","Tourists","No","","Sub-national (within-country region)","6","density (3 spp); richness; Shannon-Weiner index; community structure","Invertebrates","Not significant or unclear","Not significant or unclear","3989_Invertebrates","Not significant or unclear"
3989,1,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Beta (between pairs of sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","FALSE","","Total density between sites","3989_1","Marine","Tourism","PRT","PRT","Secondary","Primary","Tourism","Other","Biological field observations","Marine","Europe",NA,"Unclear/unspecified","Categorical","Tourists","No","","Sub-national (within-country region)","6","density (3 spp); richness; Shannon-Weiner index; community structure","Invertebrates","Not significant or unclear","Not significant or unclear","3989_Invertebrates","Not significant or unclear"
379,3,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Annual","Negative (detrimental)","TRUE","0.002","The abundance (individuals/m2) of bioeroding sponges differed significantly between the two sites (PERMANOVA; F = 2.898; p = 0.0038) and along the six years studied (PERMANOVA; F = 48.498; p = 0.002;","379_3","Marine","Species Dispersal","BRA","BRA","Primary;Secondary","Primary;Secondary","Species Dispersal","Other","Biological field observations;Aggregate institutional data","Marine","South America",NA,"Sub-national (within-country region)","Continuous","Bioeroding sponge richness and abundance","No","","Sub-national (within-country region)","2","Bioeroding sponge richness and abundance","Invertebrates","Harmful","Harmful","379_Invertebrates","Harmful"
379,2,"Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Annual","Negative (detrimental)","Not evaluated","","Occurrences of bioeroding sponge species in Parcel dos Abrolhos (PAB)","379_2","Marine","Species Dispersal","BRA","BRA","Primary;Secondary","Primary;Secondary","Species Dispersal","Other","Biological field observations;Aggregate institutional data","Marine","South America",NA,"Sub-national (within-country region)","Continuous","Bioeroding sponge richness and abundance","No","","Sub-national (within-country region)","2","Bioeroding sponge richness and abundance","Invertebrates","Harmful","Harmful","379_Invertebrates","Harmful"
379,1,"Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Annual","Negative (detrimental)","Not evaluated","","Occurrences of bioeroding sponge species in Pedra de Leste (PL)","379_1","Marine","Species Dispersal","BRA","BRA","Primary;Secondary","Primary;Secondary","Species Dispersal","Other","Biological field observations;Aggregate institutional data","Marine","South America",NA,"Sub-national (within-country region)","Continuous","Bioeroding sponge richness and abundance","No","","Sub-national (within-country region)","2","Bioeroding sponge richness and abundance","Invertebrates","Harmful","Harmful","379_Invertebrates","Harmful"
134,1,"Taxonomic",NA,NA,"Quality (pollution, connectence, disturbance, etc.)",NA,"Seasonal","Neutral (only when there is absolutely no difference in metrics)","Not evaluated","","Invasive canopy and algae quality","134_1","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Not significant or unclear","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,2,"Taxonomic",NA,NA,"Quality (pollution, connectence, disturbance, etc.)",NA,"Seasonal","Neutral (only when there is absolutely no difference in metrics)","Not evaluated","","Invasive fish and algae quality","134_2","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Not significant or unclear","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,3,"Taxonomic",NA,NA,"Quality (pollution, connectence, disturbance, etc.)",NA,"Seasonal","Neutral (only when there is absolutely no difference in metrics)","Not evaluated","","Invasive canopy and litter quality","134_3","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Not significant or unclear","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,4,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","Rubra day count and invasive tree, p-val >0.05 but exact not given","134_4","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Not significant or unclear","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,5,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","TRUE","","Rubra day count and invasive fish, p-val <0.05 but exact not given","134_5","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Changed","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,6,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","Rubra night count and invasive tree, p-val >0.05 but exact not given","134_6","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Not significant or unclear","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,7,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","Rubra night count and invasive fish, p-val >0.05 but exact not given","134_7","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Not significant or unclear","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,8,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","Rubra migration count and invasive tree, p-val >0.05 but exact not given","134_8","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Not significant or unclear","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,9,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","Rubra migration count and invasive fish, p-val >0.05 but exact not given","134_9","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Not significant or unclear","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,10,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","lohena day count and invasive tree,, p-val >0.05 but exact not given","134_10","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Not significant or unclear","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,11,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","TRUE","","lohena day count and invasive fish,, p-val <0.05 but exact not given","134_11","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Changed","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,12,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","lohena night count and invasive tree, p-val >0.05 but exact not given","134_12","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Not significant or unclear","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,13,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","TRUE","","lohena night count and invasive fish, p-val <0.05 but exact not given","134_13","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Changed","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,14,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","lohena migration and invasive tree, p-val >0.05 but exact not given","134_14","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Not significant or unclear","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,15,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","TRUE","","Rubra length and invasive tree","134_15","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Changed","Not significant or unclear","134_Invertebrates","Not significant or unclear"
134,16,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","TRUE","","Rubra length and invasive fish","134_16","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","Invertebrates","Changed","Not significant or unclear","134_Invertebrates","Not significant or unclear"
