"paper_ID","title","author","year","abstract","taxa","tc","bd_ctr","bd_cont","study_id","study_effect"
"4209","Assessing the importance of human activities for the establishment of the invasive poa annua in antarctica","MOLINA-MONTENEGRO MARCO A;CARRASCO-URRA FERNANDO;ACUNA-RODRIGUEZ IAN;OSES ROMULO;TORRES-DIAZ CRISTIAN;CHWEDORZEWSKA KATARZYNA J",2014,"Because of its harsh environmental conditions and remoteness, antarctica is often considered to be at low risk of plant invasion. However, an increasing number of reports have shown the presence and spread of non-native plants in antarctica; it is therefore important to study which factors control the invasion process in this ecosystem. Here, we assessed the role of different human activities on the presence and abundance of the invasive poa annua. In addition, we performed a reciprocal transplant experiment in the field, and a manipulative experiment of germination with p. Annua and the natives colobanthus quitensis and deschampsia antarctica, in order to unravel the effects of physical soil disturbance on the establishment and survival of p. Annua. We found a positive correlation between abundance of p. Annua and level of soil disturbance, and that survival of p. Annua was 33% higher in sites with disturbed soil than non-disturbed. Finally, we found that disturbance conditions increased germination for p. Annua, whereas for native species germination in experimentally disturbed soil was either unchanged or reduced compared to undisturbed soil. Our results indicate that human activities that modify abiotic soil characteristics could play an important role in the abundance of this invasive species. If the current patterns of human activities are maintained in antarctica, the establishment success and spread of p. Annua could increase, negatively affecting native flora.","Plants/Trees/Shrubs","Migration (human)","ATA","Antarctica","4209_Plants/Trees/Shrubs","Not significant or unclear"
"425","SENSITIVITY OF MACROINVERTEBRATES TO HUMAN IMPACTS ON SANDY BEACHES: A CASE STUDY WITH TIGER BEETLES (INSECTA, CICINDELIDAE)","COSTA LEONARDO LOPES;ZALMON ILANA ROSENTAL",2019,"as with most sandy beach invertebrates, tiger beetles respond negatively to anthropogenic disturbances. however, impact assessments using these insects have never been conducted on tropical sandy beaches. the aim of the present study was to compare the sensitivity of tiger beetles to human impacts with other macroinvertebrates both locally and globally based on field collections and an extensive literature review. at the local scale, the abundance of cylindera nivea (kirby, 1818) was compared in the intertidal zone of six sandy beaches with distinct levels of human disturbances at two periods, in the low and high tourism seasons. the abundance of c. nivea was negatively (p < 0.001) related to the urbanization level, and no individuals were found on the high-impacted beaches even outside of the tourist season. globally, tiger beetle species are usually absent from impacted areas, showing a higher sensitivity score (sh = 3.7) to human impacts compared to other beach macroinvertebrates (sh <= 3.2). thus, we suggest using tiger beetles as indicator species for beach monitoring, relative to their abundance in non-impacted areas.","Invertebrates","Tourism","BRA","South America","425_Invertebrates","Harmful"
"4257","Effects of an alien invasive gastropod on native benthic assemblages in coastal lakes of the isimangaliso wetland park, south africa","MIRANDA N A F;PERISSINOTTO R",2014,"Tarebia granifera (lamarck, 1822) is one of the most widespread alien invasive molluscs around the world and was accidentally introduced into south africa via the aquarium trade during the 1990s. It has invaded and spread in the estuaries and lakes of the isimangaliso wetland park, where it is often present in extremely high densities. There are no studies directly addressing the impact of t. Granifera on benthic fauna of invaded habitats in south africa. This study aimed to compile useful historic and current benthic community and environmental data for a comparison between pre- and post-invasion scenarios involving t. Granifera in the shallow water habitats (depth < 2.6 metres) of different lakes in the isimangaliso wetland park. Results provide evidence that t. Granifera can dominate and thus significantly affect native invertebrate assemblage composition. Under certain environmental conditions, some native gastropod species can be displaced by t. Granifera. However, t. Granifera does not appear to markedly affect the biodiversity of aquatic coastal ecosystems. This study serves as a baseline for future research. There is a need for empirical approaches, addressing the extent and specific mechanisms of the ecological impact of t. Granifera.","Invertebrates","Trade;Species Dispersal","ZAF","Africa","4257_Invertebrates","Not significant or unclear"
"4293","Sustained impacts of a hiking trail on changing windswept feldmark vegetation in the australian alps","BALLANTYNE MARK;PICKERING CATHERINE M;MCDOUGALL KEITH L;WRIGHT GENEVIEVE T",2014,"Damage to vegetation from tourism and recreation includes the impacts of hiking trails, which may favour trampling-tolerant plants over those that are more sensitive to this type of disturbance. Toassess how continued use of a hiking trail coupled with changes in local climate affect a rare australian alpine plant community, we compared plant composition at different distances from a trail in 2013 during wetter conditions with that 10 years prior during a drought in 2003. In both years, only a few trampling-tolerant graminoids and cushion plants were found on the trail surface, which runs along the ridgeline. Species richness and cover in both surveys generally increased with distance from the trail, but there were differences between the windward and leeward sides of the trail. This included increased abundance of some species but continued disruption of shrub succession on the leeward side of the trail. There was an overall increase in species richness between the two surveys, and changes in the abundance of many species independent of trampling effects, possibly reflecting the more favourable/wetter conditions for plant growth in 2013. These results suggest that changes in climatic conditions can affect community composition, but that this has not negated the impact of the hiking trail on this rare community. With average temperatures increasing, and snow cover declining in the australian alps, it is likely that there will be even more changes in the windswept feldmark, including the potential colonisation of these ridges by more competitive species, such as graminoids, at the expense of the dominant shrub and some herbs that are already adversely affected by trampling. Longer term monitoring of this rare community is imperative to better understand community processes in relation to the impacts of trail use and climate change. Management options to reduce these impacts are discussed.","Plants/Trees/Shrubs","Tourism","AUS","Oceania","4293_Plants/Trees/Shrubs","Not significant or unclear"
"4393","Including the introduction of exotic species in life cycle impact assessment: the case of inland shipping","HANAFIAH MARLIA M;LEUVEN ROB S E W;SOMMERWERK NIKE;TOCKNER KLEMENT;HUIJBREGTS MARK A J",2013,"While the ecological impact of anthropogenically introduced exotic species is considered a major threat for biodiversity and ecosystems functioning, it is generally not accounted for in the environmental life cycle assessment (lca) of products. In this article, we propose a framework that includes exotic species introduction in an lca context. We derived characterization factors for exotic fish species introduction related to the transport of goods across the rhine-main-danube canal. These characterization factors are expressed as the potentially disappeared fraction (pdf) of native freshwater fish species in the rivers rhine and danube integrated over space and time per amount of goods transported (pdf.m(3).Yr.kg(-1)). Furthermore, we quantified the relative importance of exotic fish species introduction compared to other anthropogenic stressors in the freshwater environment (i.e., eutrophication, ecotoxicity, greenhouse gases, and water consumption) for transport of goods through the rhine-main-danube waterway. We found that the introduction of exotic fish species contributed to 70-85% of the total freshwater ecosystem impact, depending on the distance that goods were transported. Our analysis showed that it is relevant and feasible to include the introduction of exotic species in an lca framework. The proposed framework can be further extended by including the impacts of other exotic species groups, types of water bodies and pathways for introduction.","Fish","Trade;Species Dispersal","DEU;NLD;BEL;HUN;AUT;SVK;LUX;FRA","Europe","4393_Fish","Harmful"
"44","POTENTIAL BENEFITS ASSOCIATED WITH IMPLEMENTATION OF THE NATIONAL BIODIVERSITY ECONOMY STRATEGY IN THE EASTERN CAPE PROVINCE, SOUTH AFRICA","MOKOTJOMELA THABISO M;NOMBEWU NOMATILE",2019,"the biodiversity economy provides an important boost to socio-economic development in many developing countries. yet access and participation by previously disadvantaged individuals (pdis) has been limited, particularly in south africa. to address this social inequality, the biodiversity economy strategy (bes), implemented by the eastern cape parks and tourism agency, encouraged pdis to start game farms. we aimed to identify the critical factors influencing successful implementation of the bes in the eastern cape province in south africa, and its socio-economic and conservation benefits. critical factors that influence the success of the bes include poverty, limited land ownership and pdis' game farming skillsets which however, might be partly overcome by availability of bes's implementation funding. however, our results do not support socio-economic benefits in terms of job creation since the predicted jobs were fewer than actual jobs. all properties covered an area of 30 826ha, with high relative vegetation intactness (87.8 +/- 16.9%); and 84% (n=19) located within the eastern cape critical biodiversity areas comprising 21 distinct vegetation units, of which may confirm potential biodiversity conservation outcomes of bes. we provide first on-ground experience of implementing bes in south africa, and this study should guide future adjustments of bes and other implementing agencies beyond eastern cape province.","Plants/Trees/Shrubs","Knowledge Transfer;Investment","ZAF","Africa","44_Plants/Trees/Shrubs","Beneficial"
"4445","Vegetation Moderates Impacts Of Tourism Usage On Bird Communities Along Roads And Hiking Trails","WOLF ISABELLE D;HAGENLOH GERALD;CROFT DAVID B",2013,"Bird communities inhabiting ecosystems adjacent to recreational tracks may be adversely affected by disturbance from passing tourism traffic, vehicle-related mortality, habitat alteration and modified biotic relationships such as the increase of strong competitors. This study investigated the effects of tourist usage of roads vs. Hiking trails on bird communities in gorges of the flinders ranges, a popular south australian tourist destination in the arid-lands. High tourist usage along roads decreased the individual abundance and species richness of birds relative to low usage trails. The decrease in species richness, though less pronounced, also occurred at high-usage sites along trails. Changes in the species response to recreational disturbance/impacts varied depending on the ecology of the species. Bigger, more competitive birds with a generalist diet were overrepresented at high-usage sites along roads and trails. Species using microhabitats in lower vegetation layers were more sensitive. However, structural and floristic complexity of vegetation was a more important factor influencing bird abundance than tourist usage. Sites with a better developed shrub and tree layer sustained higher species abundance and richer communities. Importantly, vegetation qualities moderated the negative effect of high usage on the individual abundance of birds along roads, to the extent that such an effect was absent at sites with the best developed shrub and tree layer. To protect avifauna along recreational tracks in arid-lands gorges, we recommend the closure of some gorges or sections for vehicle or any access. Further, open space particularly for camping needs to be minimized as it creates areas of high tourist usage with modified habitat that provides birds with little buffer from disturbance. (C) 2013 elsevier ltd. All rights reserved.","Birds","Tourism","AUS","Oceania","4445_Birds","Harmful"
"45","LINKING GLOBAL DRIVERS OF AGRICULTURAL TRADE TO ON-THE-GROUND IMPACTS ON BIODIVERSITY","GREEN JONATHAN M H;CROFT SIMON A;DURAN AMERICA P;BALMFORD ANDREW P;BURGESS NEIL D;FICK STEVE;GARDNER TOBY A;GODAR JAVIER;SUAVET CLEMENT;VIRAH-SAWMY MALIKA;YOUNG LUCY E;WEST CHRISTOPHER D",2019,"consumption of globally traded agricultural commodities like soy and palm oil is one of the primary causes of deforestation and biodiversity loss in some of the world's most species-rich ecosystems. however, the complexity of global supply chains has confounded efforts to reduce impacts. companies and governments with sustainability commitments struggle to understand their own sourcing patterns, while the activities of more unscrupulous actors are conveniently masked by the opacity of global trade. we combine state-of-the-art material flow, economic trade, and biodiversity impact models to produce an innovative approach for understanding the impacts of trade on biodiversity loss and the roles of remote markets and actors. we do this for the production of soy in the brazilian cerrado, home to more than 5% of the world ' s species. distinct sourcing patterns of consumer countries and trading companies result in substantially different impacts on endemic species. connections between individual buyers and specific hot spots explain the disproportionate impacts of some actors on endemic species and individual threatened species, such as the particular impact of european union consumers on the recent habitat losses for the iconic giant anteater (myrmecophaga tridactyla). in making these linkages explicit, our approach enables commodity buyers and investors to target their efforts much more closely to improve the sustainability of their supply chains in their sourcing regions while also transforming our ability to monitor the impact of such commitments over time.","Mammals","Trade","BRA","South America","45_Mammals","Harmful"
"4509","BAT CONSERVATION IN CHINA: SHOULD PROTECTION OF SUBTERRANEAN HABITATS BE A PRIORITY?","LUO JINHONG;JIANG TINGLEI;LU GUANJUN;WANG LEI;WANG JING;FENG JIANG",2013,"SUBTERRANEAN ENVIRONMENTS ARE ESSENTIAL FOR THE SURVIVAL OF MANY BAT SPECIES AND OTHER CAVE FAUNA BUT THESE PLACES ARE SUBJECT TO INCREASING HUMAN DISTURBANCE. TO EXAMINE THE SIGNIFICANCE OF SUBTERRANEAN HABITATS FOR THE CONSERVATION OF BATS IN CHINA WE SURVEYED BAT SPECIES IN 225 UNDERGROUND SITES DURING 2003-2011. OUR RESULTS SHOW THAT 77% OF BAT SPECIES IN CHINA, INCLUDING 30 NATIONALLY ENDANGERED OR VULNERABLE SPECIES AND NINE ENDEMIC SPECIES, ROOST IN CAVES AND OTHER SUBTERRANEAN HABITATS. THE NUMBER OF SPECIES IN OCCUPIED ROOSTS WAS 1-15. ALMOST 90% OF THE ROOSTS SURVEYED CONTAINED SIGNS OF HUMAN DISTURBANCE, MOST OF WHICH WAS FROM RECREATIONAL ACTIVITIES. ONE HUNDRED AND TWENTY-ONE ROOSTS MERIT SPECIAL CONCERN BECAUSE THEY HARBOUR >= 6 SPECIES OR > 1,000 INDIVIDUALS, OR SPECIES OF SPECIAL CONCERN (THREATENED OR ENDEMIC SPECIES). GENERALLY, LARGER ROOSTS SUPPORT MORE SPECIES AND A GREATER ABUNDANCE OF BATS THAN SMALLER ROOSTS BUT THERE IS NO DIRECT CORRELATION BETWEEN THE PRESENCE OF SPECIES OF SPECIAL CONCERN AND ROOST SIZE. DISUSED TOURIST CAVES HAVE SIGNIFICANTLY MORE BAT SPECIES THAN OTHER TYPES OF ROOSTS. OUR DATA DEMONSTRATE THAT ROOST DISTURBANCE BY RECREATIONAL ACTIVITIES HAS PRONOUNCED DETRIMENTAL EFFECTS ON THE NUMBER OF BAT SPECIES AND THE PRESENCE OF SPECIES OF SPECIAL CONCERN. WE DISCUSS THE SOCIAL, ECONOMIC AND POLITICAL ISSUES THAT COULD ADVERSELY AFFECT BAT CONSERVATION IN CAVES IN CHINA, AND WE RECOMMEND THAT PROTECTION OF SUBTERRANEAN HABITATS SHOULD BE A HIGH PRIORITY FOR BAT CONSERVATION.","Mammals","Tourism","CHN","Asia","4509_Mammals","Harmful"
"4518","A STUDY ON THE ROLE OF HABITATS OF A TIDAL LAND RECLAMATION AREA FOR WINTER MIGRANTS IN KOREA","HYUN PARK SANG;OK KIM JAE;JAE JI KWANG;BAE LEE DEOG",2013,"this study has been carried out to evaluate the habitat role for migratory birds in a tidal reclamation area in comparison with a river estuary in korea. it also includes the contribution effect of the contract on the optional choice of paddy field management (cpfm) program to sustain biodiversity of winter migrants in korea. the cpfm program has been practiced to attract winter migratory birds in cooperation with the farmers who spread rice straw, cultivate barley and provide shallow flooding paddy during the winter season in various reclaimed areas. the study result shows that a large number of winter migratory birds visited the tidal reclamation areas and the reason given is that wave intrusion was prevented by the sea dike and water level changes in the lake are less than tidal level changes in the estuary, as well as the irrigated paddy field supply of food and shelter for the birds in the reclaimed area. in the tidal reclamation area, the dominant species are waterfowl such as geese and ducks, while waders, shore birds and other small birds have declined after reclamation in the area, as the freshwater lakes are rather deeper than coastal shorelines to attract them. in conclusion, tidal areas with large paddy fields and freshwater lakes have allowed not only an increase in food production but also have attracted winter migrants supported by farmers and government; however, more effort will be needed to provide habitats for rare and distinctive birds in the reclamation area. copyright (c) 2013 john wiley & sons, ltd.","Birds","Trade;Knowledge Transfer","KOR","Asia","4518_Birds","Beneficial"
"4551","NON-NATIVE PLANTS DISRUPT DUAL PROMOTION OF NATIVE ALPHA AND BETA DIVERSITY","FUKAMI TADASHI;BELLINGHAM PETER J;PELTZER DUANE A;WALKER LAWRENCE R",2013,"NON-NATIVE SPECIES CAN ALTER PATTERNS OF SPECIES DIVERSITY AT MULTIPLE SPATIAL SCALES, BUT THE PROCESSES THAT UNDERLIE MULTI-SCALE EFFECTS REMAIN UNCLEAR. HERE WE SHOW THAT NON-NATIVE SPECIES REDUCE NATIVE DIVERSITY AT MULTIPLE SCALES THROUGH SIMULTANEOUS DISRUPTION OF TWO PROCESSES OF NATIVE COMMUNITY ASSEMBLY: SPECIES IMMIGRATION, WHICH ENHANCES ALPHA DIVERSITY, AND COMMUNITY DIVERGENCE, WHICH ENHANCES BETA DIVERSITY. COMMUNITY DIVERGENCE REFERS TO THE PROCESS IN WHICH LOCAL COMMUNITIES DIVERGE OVER TIME IN SPECIES COMPOSITION BECAUSE THE HISTORY OF SPECIES IMMIGRATION AND, CONSEQUENTLY, THE WAY SPECIES AFFECT ONE ANOTHER WITHIN COMMUNITIES ARE VARIABLE AMONG COMMUNITIES. CONTINUOUS EXPERIMENTAL REMOVAL OF SPECIES OVER FOUR YEARS OF FLOODPLAIN SUCCESSION REVEALED THAT, WHEN NON-NATIVE SPECIES WERE EXCLUDED, STOCHASTIC VARIATION IN THE TIMING OF A DOMINANT NATIVE SPECIES' ARRIVAL ALLOWED LOCAL COMMUNITIES TO DIVERGE, THEREBY ENHANCING BETA DIVERSITY, WITHOUT COMPROMISING PROMOTION OF ALPHA DIVERSITY BY SPECIES IMMIGRATION. IN CONTRAST, WHEN NON-NATIVE SPECIES WERE ALLOWED TO ENTER EXPERIMENTAL PLOTS, THEY NOT ONLY REDUCED NATIVE ALPHA DIVERSITY BY LIMITING IMMIGRATION, BUT ALSO DIMINISHED THE DOMINANT NATIVE SPECIES' ROLE IN ENHANCING NATIVE BETA DIVERSITY. OUR RESULTS HIGHLIGHT THE IMPORTANCE OF COMMUNITY ASSEMBLY AND SUCCESSION FOR UNDERSTANDING MULTI-SCALE EFFECTS OF NON-NATIVE SPECIES.","Plants/Trees/Shrubs","Species Dispersal","NZL","Oceania","4551_Plants/Trees/Shrubs","Harmful"
"4552","Balancing the benefits of ecotourism and development: the effects of visitor trail-use on mammals in a protected area in rapidly developing china","ZHOU YOUBING;BUESCHING CHRISTINA D;NEWMAN CHRIS;KANEKO YAYOI;XIE ZONGQIANG;MACDONALD DAVID W",2013,"Despite economic benefits, particularly in developing countries, ecotourism can have unintended negative consequences for wildlife conservation in protected areas (pas). We report the effects of tourist trail-type and -use on the incidence of mammal fieldsigns in a pa in central china. Surveys conducted adjacent to five categories of trail-type and fieldsigns were scored for three duplicates of four 0.5 km transects (=60 transects). Higher trail use along more major trail types were associated with significantly fewer fieldsigns along transects close to trails, compared with more distant transects. Fieldsign scores along transects adjacent to less used, unpaved trails were far less affected. In multiple-regression models, species and guilds exhibited different fieldsign score responses to trail type and use. In general, a paucity of larger mammal (>15 kg) fieldsigns was associated primarily with greater trail use, whereas fieldsign scores for smaller mammals were associated more strongly with human-modified forest types. As international demand for nature-based tourism continues to grow it is important to evaluate openly the consequences of providing public access to protected areas while conserving biodiversity. (C) 2013 elsevier ltd. All rights reserved.","Mammals","Tourism","CHN","Asia","4552_Mammals","Harmful"
"4574","Globalization of the cashmere market and the decline of large mammals in central asia","BERGER JOEL;BUUVEIBAATAR BAYARBAATAR;MISHRA CHARUDUTT",2013,"As drivers of terrestrial ecosystems, humans have replaced large carnivores in most areas, and human influence not only exerts striking ecological pressures on biodiversity at local scales but also has indirect effects in distant corners of the world. We suggest that the multibillion dollar cashmere industry creates economic motivations that link western fashion preferences for cashmere to land use in central asia. This penchant for stylish clothing, in turn, encourages herders to increase livestock production which affects persistence of over 6 endangered large mammals in these remote, arid ecosystems. We hypothesized that global trade in cashmere has strong negative effects on native large mammals of deserts and grassland where cashmere-producing goats are raised. We used time series data, ecological snapshots of the biomass of native and domestic ungulates, and ecologically and behaviorally based fieldwork to test our hypothesis. In mongolia increases in domestic goat production were associated with a 3-fold increase in local profits for herders coexisting with endangered saiga(saiga tatarica).That increasing domestic grazing pressure carries fitness consequences was inferred on the basis of an approximately 4-fold difference in juvenile recruitment among blue sheep(pseudois nayaur)in trans-himalayan india. Across 7 study areas in mongolia, india, and china's tibetan plateau, native ungulate biomass is now<5% that of domestic species. Such trends suggest ecosystem degradation and decreased capacity for the persistence of native species, including at least 8 asian endemic species: saiga, chiru(pantholops hodgsoni), bactrian camel(camelus bactrianus), snow leopard(panthera uncia), khulan(equus hemionus), kiang(e. Kiang), takhi(e. Przewalski), and wild yak(bos mutus). Our results suggest striking yet indirect and unintended actions that link trophic-level effects to markets induced by the trade for cashmere.","Mammals","Trade","MNG;IND;CHN","Asia","4574_Mammals","Harmful"
"466","Responses of riparian trees and shrubs to flow regulation along a boreal stream in northern sweden","DOLORES BEJARANO MARIA;NILSSON CHRISTER;GONZALEZ DEL TANAGO MARTA;MARCHAMALO MIGUEL",2011,"P>1. Flow dynamics is a major determinant of riparian plant communities. Therefore, flow regulation may heavily affect riparian ecosystems. Despite the large number of dams worldwide, little specific information is available on the longitudinal impacts of dams on vegetation, for example how far downstream and at what degree of regulation a dam on a river can influence riparian woodlands. 2. We quantified the long-term responses of riparian trees and shrubs to flow regulation by identifying their lateral distribution and habitat conditions along a boreal river in northern sweden that has been regulated by a single dam since 1948. The regulation has reduced annual flow fluctuations, this effect being largest at the dam, downstream from which it progressively decreases following the entrance of free-flowing tributaries. 3. We related changes in the distribution patterns, composition, abundance and richness of tree and shrub species to the degree of regulation along the river downstream from the dam. Regulation has triggered establishment of trees and shrubs closer to the channel, making it possible to measure ecological impacts of flow regulation as differences in vegetation attributes relative to the positions of tree and shrub communities established before and after regulation. 4. Trees and shrubs had migrated towards the mid-channel along the entire study reach, but the changes were largest immediately downstream of the dam. Shrubs were most impacted by flow regulation in terms of lateral movement, but the effect on trees extended furthest downstream. 5. The species composition of trees progressively returned to its pre-regulation state with distance downstream, but entrance of free-flowing tributaries and variation in channel morphology and substratum caused local deviations. Species richness after regulation increased for trees but decreased for shrubs. The changes in species composition and richness of trees and shrubs showed no clear downstream patterns, suggesting that other factors than the degree of regulation were more important in governing life form.","Plants/Trees/Shrubs","Water Transfer","SWE","Europe","466_Plants/Trees/Shrubs","Mixed"
"471","Landbird richness and abundance in three coastal habitats near resorts in cayo coco, cuba","WIANCKO ERIN;NOL ERICA;PARADA ALAIN;BURKE DAWN M",2011,"We studied habitat use of disturbed coastal forest by communities of north american migrant and cuban resident land birds on cayo coco, cuba. This region is subject to a growing resort industry, yet the ecological effects of this disturbance remain largely unknown. Using mist-nets, we sampled birds during two early winters and one late winter. We sampled at sites adjacent to coastal resorts, and at a distance of up to 5.7 km from resorts, in three habitat types (mixed mangrove, semi-deciduous, and coastal scrub forests). We tested for differences in abundance and richness at sites near and far from resorts and among the three habitat types. We also assessed whether bird distribution was associated with fruit abundance and/or vegetation characteristics. Across seasons, migrants were consistently more abundant at sites near resorts than at sites more distant, whereas richness of cuban residents was consistently higher at sites near resorts than at those farther away. Neither abundance nor richness of the resident guild varied significantly by habitat. The distributions of neither migrants nor residents were correlated with fruit abundance. High foliage density associated with greater edge habitat provided the strongest explanation for high estimates of abundance and richness of migrants and residents near resorts. Our results suggest that moderately disturbed forests near resorts can support abundant and rich communities of both migrants and residents.","Birds","Tourism","CUB","North America","471_Birds","Mixed"
"4760","Effects of recreational use on branchiopod egg and ephippia density, black rock desert-high rock canyon emigrant trails national conservation area, nevada, usa","SADA DONALD W;ROSAMOND CHRISTOPHER;ADAMS KENNETH D",2013,"Numerous plays playas occur on valley floors of endorehic basins in arid regions of the western usa. Their openness makes them attractive for hiking, vehicle travel, military, and other uses when dry. Branchiopod crustacean dormant egg banks survive in these systems and are a rich food resource for migrating birds. Brachniecta gigas lynch, 1937, b. Mackini dexter, 1956, and lepiduras lemmoni holmes, 1895, and moina cf. Macrocopa (straus, 1820) occur in the black rock desert playa, nevada, usa. We collected playa egg bank samples to determine effects of human use in three studies. We compared intact egg and ephippia density in virgin playa areas with: 1) a heavily used vehicle track, and 2) recreational camping and vehicle activity mitigated by dust abatement in black rock city (site of the burning man festival). We also attempted to quantify changes in intact egg and ephippia density through repeated vehicle travel over a track on virgin playa. We found no observed decrease in intact egg or ephippia density attributed to incrementally increased vehicle travel over virgin playa, which may be attributed to strength of the playa substrate matrix. Differences in intact egg and ephippia density were substantially lower in heavily used vehicle tracks than in adjacent playa, but differences were not statistically significant. Density of intact eggs and ephippia in black rock city were lower following the festival, but differences were statistically significant only for eggs in camping areas and not roads. Weak effects observed on these roads may be attributed to dust abatement that maintained substrate density.","Invertebrates","Tourism","USA","North America","4760_Invertebrates","Not significant or unclear"
"479","Tropical forest conversion to rubber plantation affects soil micro- & mesofaunal community & diversity","SINGH DHARMESH;SLIK J W FERRY;JEON YOON-SEONG;TOMLINSON KYLE W;YANG XIAODONG;WANG JIN;KERFAHI DORSAF;PORAZINSKA DOROTA L;ADAMS JONATHAN M",2019,"Tropical rainforests play important roles in carbon sequestration and are hot spots for biodiversity. Tropical forests are being replaced by rubber (hevea brasiliensis) plantations, causing widespread concern of a crash in biodiversity. Such changes in aboveground vegetation might have stronger impacts on belowground biodiversity. We studied tropical rainforest fragments and derived rubber plantations at a network of sites in xishuangbanna, china, hypothesizing a major decrease in diversity with conversion to plantations. We used metabarcoding of the 18s rrna gene and recovered 2313 otus, with a total of 449 otus shared between the two land-use types. The most abundant phyla detected were annelida (66.4% reads) followed by arthropods (15.5% reads) and nematodes (8.9% reads). Of these, only annelids were significantly more abundant in rubber plantation. Taken together, alpha- and beta-diversity were significantly higher in forest than rubber plantation. Soil ph and spatial distance explained a significant portion of the variability in phylogenetic community structure for both land-use types. Community assembly was primarily influenced by stochastic processes. Overall it appears that forest replacement by rubber plantation results in an overall loss and extensive replacement of soil micro- and mesofaunal biodiversity, which should be regarded as an additional aspect of the impact of forest conversion.","Invertebrates","Trade","CHN","Asia","479_Invertebrates","Harmful"
"483","The elephant in the ""room': determinants of songbird assemblages in the thicket biome, south africa","PARKER D M",2019,"When vegetation structure is altered, songbird communities may be affected. Despite speculation that african elephant (loxodonta africana) browsing impacts bird communities, existing data are limited. I sampled the bird communities of the albany thicket biome at 10 sites in the eastern cape, south africa, half with elephants and half without. Songbird community parameters were best predicted by how long elephants had been present, elephant density and the percentage cover of thicket vegetation. The sites where elephants had been present for longer had more bird species and increased songbird density and diversity. However, bird density also increased with increasing thicket vegetation cover and this is a phenomenon unlikely to be compatible with long-term elephant presence. There was an almost equal split between the number of bird species that appeared to be negatively affected by changes in habitat structure (47%) and those which benefited (53%). Smaller birds were generally more abundant as vegetation structural integrity increased and larger birds were more abundant when vegetation structural integrity declined. The browsing of elephants could be viewed as facilitative for songbirds in the short term. However, this effect may not persist in the long term because all elephant populations (notorious tree-fellers) in the eastern cape are found in fenced areas where natural migration is not possible. More broadly, my data provide important insight into how avian communities respond to habitat transformation at the local and regional scales.","Birds","Tourism","ZAF","Africa","483_Birds","Not significant or unclear"
"4831","Visitor impact on rocky shore communities of qeshm island, the persian gulf, iran","POUR FATEMEH AGHAJAN;SHOKRI MOHAMMAD REZA;ABTAHI BEHROOZ",2013,"The influence of visitors on macroinvertebrates of rocky intertidal shores was investigated in southern coasts of the qeshm island, the persian gulf, iran. Qeshm island located at the strait of hormuz, with an area of 1,491 km(2), is the largest island in the region. This island consists of a number of important natural habitat types including creeks, mangroves, corals, and sandy, muddy, and rocky shores that accommodate diverse marine flora and fauna communities. Two rocky shores were selected at the touristic beaches being visited regularly, and further two control locations selected at pristine shores. Intertidal macroinvertebrates were collected from six microhabitats including rock platforms, cobbles, boulders, crevices, sea walls, and rock pools during two different periods representing high and low tourist seasons. Species richness, density, and assemblage structure in heavily visited shores were compared with that of control locations. Striped barnacles (balanus amphitrite) were present on platforms of all locations, thus the changes in their size were used as the obvious contrast associated with visitor's impact. A total of 70 macroinvertebrate species from 11 phyla were recorded. Significant differences were detected in taxonomic richness, density, and assemblage structure of macroinvertebrates between heavily visited and pristine shores, suggesting that macroinvertebrates were adversely affected by visitors' impact at heavily visited shores. The test of changes in species richness, density, and assemblage structure from high to low seasons yielded mixed results. The significant changes in density and assemblage structure from high to low seasons were only observed in one heavily visited shore. A significant reduction in size of striped barnacles was observed only in one heavily visited shore. The opportunistic or fugitive species (e.g., small macroalgae and barnacles) were dominant macroinvertebrates on heavily visited shores indicating early succession stage. The results presented here showed that macroinvertebrates were adversely affected by human activities in subtropical rocky shore.","Invertebrates","Tourism","IRN","Asia","4831_Invertebrates","Harmful"
