"timestamp","coder_id","paper_id","year_pub","author","C1_biodiv","C2_meta","C3_quant","C4_study","meet_all_4","sup_check","comments","further_discuss","explicit_distant_impacts","explain_distant_impacts","status","abstract","title"
"2020-04-06 15:36:41","X_Wu",4551,2013,"FUKAMI TADASHI","Plant species","Species invasion","Alpha, beta and gamma diversity of native plants","Observational study","Yes","No Supplementary Material Provided","","","Yes","","accept","NON-NATIVE SPECIES CAN ALTER PATTERNS OF SPECIES DIVERSITY AT MULTIPLE SPATIAL SCALES, BUT THE PROCESSES THAT UNDERLIE MULTI-SCALE EFFECTS REMAIN UNCLEAR. HERE WE SHOW THAT NON-NATIVE SPECIES REDUCE NATIVE DIVERSITY AT MULTIPLE SCALES THROUGH SIMULTANEOUS DISRUPTION OF TWO PROCESSES OF NATIVE COMMUNITY ASSEMBLY: SPECIES IMMIGRATION, WHICH ENHANCES ALPHA DIVERSITY, AND COMMUNITY DIVERGENCE, WHICH ENHANCES BETA DIVERSITY. COMMUNITY DIVERGENCE REFERS TO THE PROCESS IN WHICH LOCAL COMMUNITIES DIVERGE OVER TIME IN SPECIES COMPOSITION BECAUSE THE HISTORY OF SPECIES IMMIGRATION AND, CONSEQUENTLY, THE WAY SPECIES AFFECT ONE ANOTHER WITHIN COMMUNITIES ARE VARIABLE AMONG COMMUNITIES. CONTINUOUS EXPERIMENTAL REMOVAL OF SPECIES OVER FOUR YEARS OF FLOODPLAIN SUCCESSION REVEALED THAT, WHEN NON-NATIVE SPECIES WERE EXCLUDED, STOCHASTIC VARIATION IN THE TIMING OF A DOMINANT NATIVE SPECIES' ARRIVAL ALLOWED LOCAL COMMUNITIES TO DIVERGE, THEREBY ENHANCING BETA DIVERSITY, WITHOUT COMPROMISING PROMOTION OF ALPHA DIVERSITY BY SPECIES IMMIGRATION. IN CONTRAST, WHEN NON-NATIVE SPECIES WERE ALLOWED TO ENTER EXPERIMENTAL PLOTS, THEY NOT ONLY REDUCED NATIVE ALPHA DIVERSITY BY LIMITING IMMIGRATION, BUT ALSO DIMINISHED THE DOMINANT NATIVE SPECIES' ROLE IN ENHANCING NATIVE BETA DIVERSITY. OUR RESULTS HIGHLIGHT THE IMPORTANCE OF COMMUNITY ASSEMBLY AND SUCCESSION FOR UNDERSTANDING MULTI-SCALE EFFECTS OF NON-NATIVE SPECIES.","NON-NATIVE PLANTS DISRUPT DUAL PROMOTION OF NATIVE ALPHA AND BETA DIVERSITY"
"2020-04-29 13:52:56","K_Kapsar",4552,2013,"ZHOU YOUBING","Mammals","Tourism","Presence","Observational study","Yes","Yes","","No","No","Assumed that tourists are from a different CHANS. ","accept","Despite economic benefits, particularly in developing countries, ecotourism can have unintended negative consequences for wildlife conservation in protected areas (pas). We report the effects of tourist trail-type and -use on the incidence of mammal fieldsigns in a pa in central china. Surveys conducted adjacent to five categories of trail-type and fieldsigns were scored for three duplicates of four 0.5 km transects (=60 transects). Higher trail use along more major trail types were associated with significantly fewer fieldsigns along transects close to trails, compared with more distant transects. Fieldsign scores along transects adjacent to less used, unpaved trails were far less affected. In multiple-regression models, species and guilds exhibited different fieldsign score responses to trail type and use. In general, a paucity of larger mammal (>15 kg) fieldsigns was associated primarily with greater trail use, whereas fieldsign scores for smaller mammals were associated more strongly with human-modified forest types. As international demand for nature-based tourism continues to grow it is important to evaluate openly the consequences of providing public access to protected areas while conserving biodiversity. (C) 2013 elsevier ltd. All rights reserved.","Balancing the benefits of ecotourism and development: the effects of visitor trail-use on mammals in a protected area in rapidly developing china"
"2020-05-11 02:21:13","E_Xing",4574,2013,"BERGER JOEL","persistence of Large Mammals in Central Asia","Cashmere Marketing","biomass and relative abundance of Large Mammals in Central Asia","Observational study","Yes","No","na","no such data in Chinese survey","yes","The multibillion dollar cashmere industry creates economic motivations that encourages herders to increase livestock production which affects persistence of over 6 endangered large mammals in these remote, arid ecosystems.","accept","As drivers of terrestrial ecosystems, humans have replaced large carnivores in most areas, and human influence not only exerts striking ecological pressures on biodiversity at local scales but also has indirect effects in distant corners of the world. We suggest that the multibillion dollar cashmere industry creates economic motivations that link western fashion preferences for cashmere to land use in central asia. This penchant for stylish clothing, in turn, encourages herders to increase livestock production which affects persistence of over 6 endangered large mammals in these remote, arid ecosystems. We hypothesized that global trade in cashmere has strong negative effects on native large mammals of deserts and grassland where cashmere-producing goats are raised. We used time series data, ecological snapshots of the biomass of native and domestic ungulates, and ecologically and behaviorally based fieldwork to test our hypothesis. In mongolia increases in domestic goat production were associated with a 3-fold increase in local profits for herders coexisting with endangered saiga(saiga tatarica).That increasing domestic grazing pressure carries fitness consequences was inferred on the basis of an approximately 4-fold difference in juvenile recruitment among blue sheep(pseudois nayaur)in trans-himalayan india. Across 7 study areas in mongolia, india, and china's tibetan plateau, native ungulate biomass is now<5% that of domestic species. Such trends suggest ecosystem degradation and decreased capacity for the persistence of native species, including at least 8 asian endemic species: saiga, chiru(pantholops hodgsoni), bactrian camel(camelus bactrianus), snow leopard(panthera uncia), khulan(equus hemionus), kiang(e. Kiang), takhi(e. Przewalski), and wild yak(bos mutus). Our results suggest striking yet indirect and unintended actions that link trophic-level effects to markets induced by the trade for cashmere.","Globalization of the cashmere market and the decline of large mammals in central asia"
"2020-04-30 12:55:08","C_Hovis",4760,2013,"SADA DONALD W","Branchipods","Tourism","egg density","Observational study","Yes","No Supplementary Material Provided","","No","Yes","Site of burning man festival, global attraction","accept","Numerous plays playas occur on valley floors of endorehic basins in arid regions of the western usa. Their openness makes them attractive for hiking, vehicle travel, military, and other uses when dry. Branchiopod crustacean dormant egg banks survive in these systems and are a rich food resource for migrating birds. Brachniecta gigas lynch, 1937, b. Mackini dexter, 1956, and lepiduras lemmoni holmes, 1895, and moina cf. Macrocopa (straus, 1820) occur in the black rock desert playa, nevada, usa. We collected playa egg bank samples to determine effects of human use in three studies. We compared intact egg and ephippia density in virgin playa areas with: 1) a heavily used vehicle track, and 2) recreational camping and vehicle activity mitigated by dust abatement in black rock city (site of the burning man festival). We also attempted to quantify changes in intact egg and ephippia density through repeated vehicle travel over a track on virgin playa. We found no observed decrease in intact egg or ephippia density attributed to incrementally increased vehicle travel over virgin playa, which may be attributed to strength of the playa substrate matrix. Differences in intact egg and ephippia density were substantially lower in heavily used vehicle tracks than in adjacent playa, but differences were not statistically significant. Density of intact eggs and ephippia in black rock city were lower following the festival, but differences were statistically significant only for eggs in camping areas and not roads. Weak effects observed on these roads may be attributed to dust abatement that maintained substrate density.","Effects of recreational use on branchiopod egg and ephippia density, black rock desert-high rock canyon emigrant trails national conservation area, nevada, usa"
"2020-04-30 18:53:41","K_Kapsar",4831,2013,"POUR FATEMEH AGHAJAN","macroinvertebrates","tourism","richness, density ,assemblage structure","Observational study","Yes","No","","No","Yes","Mentioned tourists come from afar to visit this beach (although fewer tourists than locals).","accept","The influence of visitors on macroinvertebrates of rocky intertidal shores was investigated in southern coasts of the qeshm island, the persian gulf, iran. Qeshm island located at the strait of hormuz, with an area of 1,491 km(2), is the largest island in the region. This island consists of a number of important natural habitat types including creeks, mangroves, corals, and sandy, muddy, and rocky shores that accommodate diverse marine flora and fauna communities. Two rocky shores were selected at the touristic beaches being visited regularly, and further two control locations selected at pristine shores. Intertidal macroinvertebrates were collected from six microhabitats including rock platforms, cobbles, boulders, crevices, sea walls, and rock pools during two different periods representing high and low tourist seasons. Species richness, density, and assemblage structure in heavily visited shores were compared with that of control locations. Striped barnacles (balanus amphitrite) were present on platforms of all locations, thus the changes in their size were used as the obvious contrast associated with visitor's impact. A total of 70 macroinvertebrate species from 11 phyla were recorded. Significant differences were detected in taxonomic richness, density, and assemblage structure of macroinvertebrates between heavily visited and pristine shores, suggesting that macroinvertebrates were adversely affected by visitors' impact at heavily visited shores. The test of changes in species richness, density, and assemblage structure from high to low seasons yielded mixed results. The significant changes in density and assemblage structure from high to low seasons were only observed in one heavily visited shore. A significant reduction in size of striped barnacles was observed only in one heavily visited shore. The opportunistic or fugitive species (e.g., small macroalgae and barnacles) were dominant macroinvertebrates on heavily visited shores indicating early succession stage. The results presented here showed that macroinvertebrates were adversely affected by human activities in subtropical rocky shore.","Visitor impact on rocky shore communities of qeshm island, the persian gulf, iran"
"2020-04-30 21:27:18","M_Lei",4832,2013,"SILCOCK JENNY L","Arid vegetation in South Australia","grazing","richness and abundance","Experimental study","Yes","No Supplementary Material Provided","","No","No","Grazing involves the movement of feeding animals","accept","In recent decades, the conventional equilibrium paradigm for explaining rangeland vegetation dynamics has been challenged. Proponents of an alternative non-equilibrium paradigm argue that in variable rangeland environments, external climatic events are critical to vegetation dynamics and there is little opportunity for plantherbivore interactions to reach equilibrium. Understanding which paradigm more effectively describes an ecosystem has important consequences for management. In particular, some authors have argued that a focus on reducing stocking rates in non-equilibrium systems may be futile, and management should be opportunistic in response to unpredictable rainfall events. We measured herbaceous biomass and plant species richness and abundance at five 14-year exclosures on innamincka regional reserve. Four were situated in the dunefields land system, and one on the cooper creek floodplain. We did not detect any significant differences between grazed and ungrazed treatments in total species richness or abundance, life form richness or abundance, or herbaceous biomass. Only one species, portulaca oleracea, showed differences in abundance between treatments at more than one site, but the direction of these differences was not consistent. These results suggest that the non-equilibrium paradigm more accurately describes vegetation dynamics in the dunefields and floodplains of north-eastern south australia. It is possible that some species had been lost from the study area prior to the establishment of the exclosures, thereby precluding recovery with protection from grazing; however, a regional analysis of the flora reveals little evidence of this. We argue that the dominance of ephemeral species confers resilience by limiting the development of strong feedbacks between grazing intensity and vegetation dynamics. Current grazing practices seem consistent with the conservation of plant species diversity across the dunefields and floodplains. Future studies should focus on the impacts of cattle grazing on areas of the landscape dominated by palatable perennials, as well as the small number of rare and potentially grazing-sensitive species identified.","Arid vegetation in disequilibrium with livestock grazing: evidence from long-term exclosures"
"2020-04-27 16:00:34","C_Hovis",4850,2013,"ARIZAGA J","assemblage bird","invasive spp","assemblage and body condition","Observational study","Yes","No Supplementary Material Provided","","No","Yes","","accept","Migration is highly energy-demanding and birds often need to accumulate large fuel loads during this period. However, original habitat at stopover sites could be affected by invasive exotic plants outcompeting native vegetation. The impact of exotic plants on the stopover behavior of migrant bird species is poorly understood. As a general hypothesis, it can be supposed that habitat change due to the presence of exotic plants will affect migrants, having a negative impact on bird abundance, on avian community assemblage, and/or on fuel deposition rate. To test these predictions, we used data obtained in august 2011 at a ringing station in a coastal wetland in northern iberia which contained both unaltered reedbeds (phragmites spp.) And areas where the reedbeds had been largely replaced by the invasive saltbush (baccharis halimifolia). Passerines associated with reedbeds during the migration period were used as model species, with a particular focus on sedge warblers (acrocephalus schoenobaenus). The saltbush promoted a noticeable change on bird assemblage, which became enriched by species typical of woodland habitats. Sedge warblers departed with a higher fuel load, showed a higher fuel deposition rate, and stayed for longer in the control zone than in the invaded zone. Invasive plants, such as saltbush, can impose radical changes on habitat, having a direct effect on the stopover strategies of migrants. The substitution of reedbeds by saltbushes in several coastal marshes in atlantic europe should be regarded as a problem with potential negative consequences for the conservation of migrant bird species associated with this habitat.","The impact of an invasive exotic bush on the stopover ecology of migrant passerines"
"2020-04-30 17:02:58","Y_Zhang",5063,2019,"WARREN PAIGE S","Several bird species","Urbanization impact on bird species","Occupancy, richness, abundance","Observational study","Yes","Yes","","No","Yes","","accept","the science of urban ecology has increasingly grappled with the long-term ramifications of a globally urbanized planet and the impacts on biodiversity. some researchers have suggested that places with high species diversity in cities simply reflect an extinction debt of populations that are doomed to extinction but have not yet disappeared. the longitudinal studies conducted to date have found species composition shifting with urbanization but have not always documented continued species extirpations post-urbanization. we used long-term monitoring data on birds from the greater metropolitan area of phoenix, arizona, to measure changes in residential bird communities, species-habitat relationships, and human perceptions of bird species diversity over a five-year period. bird richness, occupancy, and abundance decreased, as did the percentage of respondents satisfied with bird variety in their neighborhoods. as in previous analyses for this region, we found that desert specialist species were associated with neighborhoods with xeric landscaping consisting of gravel groundcover, and drought-tolerant, desert-adapted vegetation. these species were also found in neighborhoods with high per capita income rates and lower percentages of renters and i iispanic/latinx residents. non-native species were positively associated with neighborhoods containing mesic yards with grass and other water-intensive vegetation. the proportions of yards in our surveyed neighborhoods with these distinct landscaping types likewise remained relatively stable over five-year period. although habitat-species relationships remained unchanged, we detected significant loss of species across the sampling period. declines were not confined to desert specialist species but included generalist and invader species as well. the parallel reduction in residents' satisfaction suggests that people perceive some aspect of this environmental degradation. further investigation into the mechanisms underlying these species losses may reveal options for retaining some desert specialist species, and the uniqueness they contribute to urban fauna.","THE MORE THINGS CHANGE: SPECIES LOSSES DETECTED IN PHOENIX DESPITE STABILITY IN BIRD-SOCIOECONOMIC RELATIONSHIPS"
"2020-04-30 17:49:55","Y_Zhang",5076,2019,"ASSANDRI GIACOMO","Several birds","Agricultural lands impact on bird richness","Richness","Observational study","Yes","Yes","","No","No","","accept","semi-natural grasslands are among the richest european ecosystems in terms of biodiversity. however, they have been severely affected by farming intensification and land abandonment, which have been both exacerbated by the european union's common agricultural policy (cap). the most recent cap included a ""greening"" measure dedicated to grassland conservation, presumed to be beneficial to biodiversity; however, scientific evidence about its effectiveness is still scarce. in the alps, hay meadows have undergone dramatic management changes in recent decades. we used a comprehensive community ecology approach to highlight how the multi-scale and interacting effects of such changes impact birds, with the aim of providing knowledge to support improvements to the cap. birds were surveyed at 63 landscape units in northeast italy, equally subdivided into areas dominated by (a) extensive hay meadows, (b) intensive hay meadows, and (c) areas formerly dominated by meadows but partially converted into other agricultural land use. this environmental gradient mirrors in space the temporal gradient of the agricultural changes that have recently occurred in the alps. community composition, species richness, and the number of meadow-specialist species were analysed according to environmental predictors (i.e. landscape, meadow management, and topography), and to spatial factors. we aimed to disentangle the exclusive and joint fraction of variation explained by each of them. meadow conversion, allowed by the cap in force, created a shift in community composition towards assemblages dominated by generalist species at the expense of meadow specialists. the cover of intensive meadows was negatively correlated with species richness, whereas the number of meadow specialists was negatively correlated with the cover of early-mown (i.e. within the third week of june) meadows. mowing date was, in turn, related to elevation, with meadows at higher elevations mown later in the season, and to meadow intensification (the use of external inputs, in particular liquid manure, leads to earlier and more frequent cuts per year). policy implications. our study confirms the concerns about effectiveness of the european union's common agricultural policy greening grassland measure in conserving biodiversity in those ecosystems. we suggest rethinking the common agricultural policy environmental prescriptions to account for the importance of meadow management in determining bird diversity patterns in alpine hay meadows. finally, we highlight market-based conservation strategies as complementary approaches for preserving grassland biodiversity.","TOWARD THE NEXT COMMON AGRICULTURAL POLICY REFORM: DETERMINANTS OF AVIAN COMMUNITIES IN HAY MEADOWS REVEAL CURRENT POLICY'S INADEQUACY FOR BIODIVERSITY CONSERVATION IN GRASSLAND ECOSYSTEMS"
"2020-04-05 11:41:09","X_Wu",5125,2019,"NIU LIQIN","Forest","Tourism","Species diversity","Observational study","Yes","No Supplementary Material Provided","","","Yes","","accept","Tourism is one of the primary disturbances to forest vegetation worldwide. To understand the impacts of tourism, it is important to first identify the ecological characteristics of damaged forest vegetation. Here, we investigate different ecological patterns in disturbed and undisturbed regions of wutai mountain, china. Comparisons between disturbed and undisturbed forest community were conducted using two-way indicator species analysis (twinspan) and detrended correspondence analysis (dca). The twinspan analysis identified 13 association types from 76 total samples collected. The dca correlation analysis showed that forest community was significantly affected by physiographical factors (such as elevation and slope) in the undisturbed region; however, that was correlated with not only physiographical factors but also intensity of tourism, and the effect of tourism disturbance was stronger than that of physiographical factors in the disturbed regions. In addition, some indicator species were discovered. Our findings provide valuable information about conservation and management of sustainable tourism in the region.","Impact of tourism disturbance on forest vegetation in wutai mountain, china"
"2020-05-11 20:24:14","E_Xing",5175,2019,"LEWIS KATHARINE E","occupancy and avian species richness of Passerellidae sparrows","Agricultural Conservation Easement Program (ACEP)","Apparent avian species richness and the occupancy probability of four Passerellidae species","Observational study","Yes","Yes","na","no such data in Chinese survey","yes","Wetlands enrolled in the Agricultural Conservation Easement Program (ACEP) have the same avian biodiversity and effect in providing winter avian habitat  with reference wetlands located on public land in West Virginia.  ","accept","wetlands enrolled in the agricultural conservation easement program (acep) are established as a means of restoring wetland ecosystems and wildlife habitat on private, agricultural land. in west virginia, usa, acep wetlands have never been evaluated to determine how they function as wildlife habitat in comparison to other available wetland habitat in the state. we measured the wintering occupancy of passerellidae species and apparent avian species richness on acep wetlands and a set of reference wetlands located on public land in west virginia to evaluate if acep wetlands are being used similarly by avian species to other available wetland habitat in the state. apparent avian species richness and the occupancy probability of four passerellidae species-song sparrows (melospiza melodia), darkeyed juncos (junco hyemalis), swamp sparrows (melospiza georgiana), and white-throated sparrows (zonotrichia albicollis)-did not differ between acep and reference sites. in addition to other vegetative and habitat associations for each species, dark-eyed junco occupancy was negatively correlated with wetland size while swamp sparrow occupancy and apparent avian species richness were positively associated with wetland size. these results indicate that acep wetlands are providing winter avian habitat as well as another source of wetland habitat in the state. maintaining and expanding acep wetlands in west virginia would continue to provide wetland systems in areas that are otherwise lacking these habitats.","INFLUENCE OF THE AGRICULTURAL CONSERVATION EASEMENT PROGRAM WETLAND PRACTICES ON WINTER OCCUPANCY OF PASSERELLIDAE SPARROWS AND AVIAN SPECIES RICHNESS"
"2020-04-06 11:43:28","X_Wu",5309,2019,"DUNN MICHAEL J","Gentoo penguin","Tourism","Population","Observational study","Yes","Yes","","","Yes","","accept","gentoo penguins pygoscelis papua breed at a number of sites at the west antarctic peninsula, including goudier island, port lockroythe longest studied location for tourist-penguin interactions in the antarctic. these penguins annually encounter some of the highest numbers of tourists in the whole of antarctica. using yearly count data from all ten colonies on goudier island, we report changes in long-term population size and breeding success over a 21year period (1996/1997 to 2016/2017), documenting inter-annual variability in numbers of breeding pairs and chicks fledged (productivity). we found a 24.5% (1.4% per annum) decrease in breeding pairs; similar declines were evident in breeding pairs at six colonies visited by tourists as well as at four unvisited colonies. breeding success also declined, with chick numbers declining in visited (53.7%, 3.8% per annum) and unvisited colonies (59.8%, 4.6% per annum). while gentoo penguin numbers are increasing regionally, we reveal a recent decline in the goudier island population occurring simultaneous with increases in tourist numbers from 262 in 1996/1997 to 19,688 in 2016/2017. analyses suggest a complex situation with different possible drivers of change. there was a significant negative effect of increasing air temperature and shifts in sea ice variables on breeding pairs. however, similar statistical support showed a significant link existed between year and visitors, with higher numbers of visitors negatively affecting penguin numbers. based on our results we recommend increased precaution in management at goudier island, and initiation of similar studies at other frequently visited penguin sites in antarctica.","a long-term study of gentoo penguin (pygoscelis papua) population trends at a major antarctic tourist site, goudier island, port lockroy"
"2020-04-30 17:25:52","Y_Zhang",5314,2019,"REIF JIRI","Bird population","Agricultural production intensity impact on farmland bird population","Relative population abundance","Observational study","Yes","Yes","","No","No","Agricultural impact on farmland bird population","accept","Eastern european countries are considered a stronghold for the continent's farmland biodiversity. The abundance of farmland birds is one important element of this biodiversity. At the end of the 20th century, member states of the european union (eu) experienced serious population declines of farmland birds due to agricultural intensification, which was not observed in the eastern european nonmember states. In 2004, 10 mostly eastern european countries acceded to the eu. It is thus important to ask whether this historical step resulted in changes of agricultural production and, in turn, in farmland bird populations. Here we used annual crop yields and monitoring data on farmland bird abundance in an eastern european new eu-member state and showed that agricultural production intensified and farmland bird populations declined steeply after country's eu accession. These results indicate that entering eu's common agricultural policy caused significant deterioration of farmland biodiversity in a once biodiversity-rich region.","Collapse of farmland bird populations in an eastern european country following its eu accession"
"2020-04-14 10:16:50","A_Herzberger",5477,2018,"SYMES WILLIAM S","habitat loss and exploitation of bird species ","habitat loss , exploitation, wildlife trade","habitat loss, attribute population declines to exploitation ","Observational study","Yes","Yes","","No","Yes","","accept","Tropical forest diversity is simultaneously threatened by habitat loss and exploitation for wildlife trade. Quantitative conservation assessments have previously considered these threats separately, yet their impacts frequently act together. We integrate forest extent maps in 2000 and 2015 with a method of quantifying exploitation pressure based upon a species' commercial value and forest accessibility. We do so for 308 forest-dependent bird species, of which 77 are commercially traded, in the southeast asian biodiversity hotspot of sundaland. We find 89% (274) of species experienced average habitat losses of 16% and estimate exploitation led to mean population declines of 37%. Assessing the combined impacts of deforestation and exploitation indicates the average losses of exploited species are much higher (54%), nearly doubling the regionally endemic species (from 27 to 51) threatened with extinction that should be iucn red listed. Combined assessment of major threats is vital to accurately quantify biodiversity loss.","Combined impacts of deforestation and wildlife trade on tropical biodiversity are severely underestimated"
"2020-03-19 10:41:39","A_Herzberger",5486,2018,"URRA JAVIER","mollusk populations dynamics"," harvest of commercial mollusks during tourist season","abundance of commercial mollusks","Observational study","Yes","No Supplementary Material Provided","","","No","","accept","Seasonal dynamics and preferential sedimentary habitats of commercial molluscs have been studied in soft bottoms within the limits of the special area of conservation (sac) calahonda (s spain). This sac harbours a high diversity of invertebrate communities, and it is located in a very touristy area of the littoral of malaga and within the limits of one of the most productive shellfish fishing areas of the nw alboran sea. Here, the artisanal fishery targeting molluscs is a locally important activity because some species (e.g. Chamelea gallina, callista chione, donax trunculus) are highly demanded by locals and touristsand therefore reaching high commercial value. More than 200 molluscan species inhabit the soft bottoms of the sac calahonda, from which eight species collected in this study have economic value. The bivalve c. Gallina was the most abundant and frequent commercial species, mainly at shallow fine and medium sand bottoms, followed by c. Chione at coarse sand bottoms. Some species displayed higher abundance values of large or small size individuals at different depths, and most of them showed maximum abundances in spring and summer. Many invertebrate species associated with these soft bottoms are potentially very sensitive to dredging activities, especially echinoderms, decapods and cnidarians. Further research regarding the potential impact of fisheries on these assemblages would be desirable, especially considering the high biodiversity existing within this sac and the increase of tourists in the last years.","Populations of commercial molluscs within a highly biodiverse marine protected area of the northern alboran sea (w mediterranean): preferential habitats, seasonal dynamics and importance for artisanal fisheries"
"2020-06-09 14:32:13","A_Herzberger",5577,2012,"FISCHER RICHARD A","Birds","invasive Russian olive on bird habitat"," richness ","Observational study","Yes","Yes","","No","Yes","Yes, both the bird habitat is used by migrating birds and the habitat was invaded by Russian Olive which was introduced from Europe for conservation ","accept","Riparian systems in the western united states provide important habitat for bird communities during all times of the year. In recent decades, invasive plants, such as russian olive (elaeagnus angustifolia), have achieved broad distribution and local dominance in many western riparian areas, raising concerns over the loss of ecological function within these systems. In 2005 and 2006 we conducted avian point counts and surveyed vegetation cover at 95 points along the snake and columbia rivers in southeastern washington to investigate the effects of total woody vegetation cover and the relative proportion of russian olive cover on breeding and wintering riparian bird communities. Our results indicated that riparian habitats dominated by russian olive can support diverse and abundant bird communities, though cavity nesting species were noticeably sparse. Bird density and species richness were best explained by a quadratic relationship to total woody vegetation cover in both seasons, as was breeding bird community composition, with greatest density and richness in intermediate cover levels. We found no indication that the proportion of the woody vegetation comprised of russian olive strongly influenced any of these bird community metrics. Given that russian olive comprised 81.6% of the riparian vegetation in our study area, it is unclear from our results how russian olive would affect bird communities in regions where native vegetation is more abundant. Regardless, complete eradication of russian olive from riparian systems where the plant is a major component will reduce the overall habitat value for birds by eliminating significant structural complexity.","Bird community response to vegetation cover and composition in riparian habitats dominated by russian olive (elaeagnus angustifolia)"
"2020-05-19 20:19:22","X_Wu",5746,2012,"VILLAMAGNA AMY M","Waterbird","Species invasion","Density, species richness, Simpson's index, species composition","Observational study","Yes","No","","","Yes","","accept","Water hyacinth is among the most widespread invasive plants worldwide; however, its effects on waterbirds are largely undocumented. We monitored site use by waterbirds at lake chapala, the largest lake in mexico and recently designated ramsar site, to evaluate the potential influence of water hyacinth cover on species composition and aggregate measures of the waterbird community, including waterbird density, species richness, and simpson's index of diversity. We examined the response of waterbirds to changes in percent water hyacinth cover at 22 independent sites around the lake during six study seasons from may 2006 to february 2008. We found little evidence to suggest that percent water hyacinth cover affected aggregate community measures; however, multivariate analysis of relative species composition suggested that water hyacinth cover corresponded with seasonal species composition (canonical correspondence r = 0.66, p = 0.007) when seasonal site cover averaged 17.7 +/- 4.67% (winter 2007). Several migratory species were not observed during this season, which could suggest that some small-bodied migratory species avoided lake chapala during the winter of high water hyacinth cover. We suspect that observed changes in the waterbird community are in response to species-specific tolerances for water hyacinth and indirect abiotic and biotic effects of its presence (e.g., invertebrate and fish composition).","Community-level waterbird responses to water hyacinth (eichhornia crassipes)"
"2020-04-30 12:24:34","C_Hovis",5756,2012,"REMIS MELISSA J","Monkey","hunting/trade","abundane over time, spp comp","Observational study","Yes","No Supplementary Material Provided","","No","Yes","Talk about how migration and trade have increased hunting and meat demand in the region","accept","This article explores spatial and temporal changes in diurnal primate abundance and behavior in response to hunting, logging, and conservation at the dzanga sangha dense forest reserve (rds), central african republic over time. We use a combination of line-transect surveys in 2002 and 2009 (n = 540 km) and ethnographic interviews (n = 210) to investigate changes in the status of cerco-pithecines and colobines at rds, with additional comparisons to earlier work. This protected area was lightly logged in the 1970s and the park was gazetted in 1990, with multiple-use reserve sectors allocated. Since the park's inception, hunting and the trade of primates have increased, along with human migration, greater accessibility of arms, and reduction of preferred ungulate prey. Primates have declined in both the park and reserve sectors. Our data further suggest that at rds hunting has had a greater impact on primate diversity and abundance than logging. We have identified changes in species-specific vulnerability to hunting over time, with cercopithecus nictitans and lophocebus albigena initially having appeared to be relatively resistant to hunting pressure in 2002. However, subsequently as gun hunting has increased at rds, these species have become vulnerable. Although monkeys at rds have been responding behaviorally to increased gun hunting, they are not able to keep pace with changing hunting practices. This study allows us to begin to understand synergistic impacts of hunting and logging, necessary if we are to recommend strategies to better secure the future of primates in multiuse protected areas. Am. J. Primatol. 74:602-612, 2012. (C) 2012 wiley periodicals, inc.","Reductions in primate abundance and diversity in a multiuse protected area: synergistic impacts of hunting and logging in a congo basin forest"
"2020-04-30 16:33:43","K_Kapsar",5773,2012,"CHEPINOGA VICTOR V","Vascular plants","Tourism","Species richness","Observational study","Yes","No","","No","No","""Tourists"" are mentioned, but it is unspecified exactly where they came from. These seem like remote islands though, so I think it's safe to assume a telecoupling of at least some scale. ","accept","Unique biota of the lake baikal region face many threats due to increasing human activities. We documented spatial patterns in diversity of vascular plants, explored effects of natural (bird colonies) and human-induced (tourism) disturbances on species richness of semi-desert and steppe-desert plant communities of 12 islands and 4 peninsulas, and estimated species turnover within a 30-year period. Floras of surveyed islands/peninsulas contained 9 to 143 species; species area relationship followed the power law model. Species richness did not change between 1979 and 2009, but the proportion of ruderal species doubled during this period. Mean relative turnover rate was 1.17% of species per year. The islands with large bird colonies had lower species richness than the islands with small or no colonies. Imposing restrictions on tourist visitation to at least three islands (zamogoj, khubyn and khunuk) is a feasible way to conserve substantial part of regional biodiversity.","Vascular plants on the islands and peninsulas of maloe more (lake baikal): patterns of diversity and species turnover"
