"timestamp","coder_id","paper_id","year_pub","author","taxa_list","habitat","num_countries","list_countries","list_continents","scale_entire","num_time_pd","year_start","year_end","temp_res","temp_res_unk","meta_var_type","b4_dur_after","peri_tele_flows","tele_cat","peri_tele_sep","peri_tele_sep_unk","data_source_biodiv","data_source_meta","data_type_biodiv","data_type_meta","scale_biodiv","comments","num_biodiv_metrics","list_biodiv_metrics","further_discuss","biodiv_countries"
2020-03-19 10:05:49,"E_Dean","2704",2016,"Mammides","Birds","Terrestrial",1,"Cyprus","Oceania (Australia, New Zealand, Fiji, etc)","Sub-national ((within-country region)",1,"2012","2012","Seasonally","","Continuous","During","Total length of roads, distance to nearest agricultural field, human population size","This is within-country","No","","Primary","Secondary","Biological field observations","Remote sensing","Sub-national (within-country region)","Regression models - counts?","5","Total species richness; richness of passage migrants; richness of resident breeders; richness of species with increasing global population trends; richness of species with stable global population trends; richness of species with decreasing global population trends","Yes",""
2020-04-05 07:52:42,"E_Dean","2998",2015,"Phomikong","Fish","Freshwater",NA,"Thailand","Asia","Sub-national (within-country region)",18,"2009","2010","18 sampling trips between Aug 2009 - June 2010","","Categorical","Before, During, After","Used the environmental effect of dams as a proxy for the effects of hydropower on fish communities?","Energy Transfer","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","4","Cumulative species richness; average species richness; Shannon-Wiener diversity index; abundance-biomass","No","Thailand"
2020-05-26 17:41:27,"R_Chen","3081",2015,"Mikoláš","Birds","Terrestrial",NA,"1","Europe","Sub-national (within-country region)",4,"1985","2010","multi year","","Continuous","During","selecting logging on Capercaillie abundence","Investment","No","","Secondary","Secondary","Social science field observations","Social science field surveys","Sub-national (within-country region)","","1","number of species","No","1"
2020-04-27 13:31:07,"C_Hovis","3112",2015,"Santos","Invertebrates","Marine",NA,"Brazil, Rest of the World","South America","Global (>100 countries)",1,"2012","2012","Seasonally","","Categorical","Before, During, After","","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","13","presence/abundance based on taxa group","No","Brazil"
2020-04-05 08:19:19,"E_Dean","3122",2015,"Sa-Oliveira","Fish","Freshwater",NA,"Brazil","South America","Sub-national (within-country region)",8,"2009","2010","Bi-monthly","","Categorical","During","","Energy Transfer","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","6","Abundace; biomass; species richness; alpha diversity; dominance; Bray-Curtis dissimilarity","No","Brazil"
2020-03-20 00:22:50,"M_Lei","3151",2015,"LASNE","Fish","Freshwater",1,"France","Europe","Sub-national ((within-country region)",18,"1994","2011","Annually","","Categorical","Before, After","fish flow (The nest density and spatial distribution)","Migration (non-human)","Yes","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","2","The nest density and spatial distribution","No",""
2020-03-19 22:15:46,"X_Wu","3165",2015,"Fenu","Plants/trees/shrubs","Terrestrial",1,"Italy","Europe","Sub-national ((within-country region)",1,NA,NA,"Monthly","","Categorical","After","","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","2","Plant density; plant fitness","No",""
2020-05-29 12:33:06,"A_Herzberger","3243",2015,"Harris","Birds","Terrestrial",NA,"Indonesia","Asia","International (within a continent; e.g., European Union)",1,NA,NA,"Unknown/Unclear","The did population trends over around 20 years, not always 2-","Continuous","During","Wild bird trade, domestic and to China, New Guinea etc.","Trade","No","They just mention the trade is both, they are analyzed as one","Primary","Secondary","Social science field observations","Aggregate institutional data","Sub-national (within-country region)","","1","mananova: groups of birds (stable/declining) v. Bird price & trade volume","No","Indonesia"
2020-05-25 23:39:29,"M_Lei","3247",2015,"Valencia","Plants/trees/shrubs","Terrestrial",NA,"Mexico","North America (includes Hawaii & all countries above Panama Canal)","Sub-national (within-country region)",1,"2011","2012","Seasonally","","Continuous","After","farmers’ knowledge of management practices,Preferred and disliked tree species mentioned in at least 20% of interviews","Knowledge Transfer","Yes","","Primary","Primary","Biological field observations, Social science field observations","Field observations, Social science field surveys","Sub-national (within-country region)","","3","tree richness,tree density,shannon diversity","No","Mexico"
2020-04-27 12:29:16,"C_Hovis","3335",2015,"Ginter","Fish","Freshwater",NA,"Estonia, Russia, Rest of the World","Europe","Intercontinental (> 2 continents)",22,"1990","2012","Annually","","Categorical","Before, During, After","","Trade, Climate Change","No","","Primary, Secondary","Secondary","Biological field observations, Aggregate institutional data","Used co-occurence of policy changes in time-series","Intercontinental (> 2 continents)","Intercontinental might not be the correct classification since this is a transboundary and could be considered a telecoupling, look at co-occurence of size-selective harvest and climate change since two cannot be de-coupled","2","size and co-hort abund","No","Estonia"
2020-06-22 13:22:06,"R_Chen","3361",2014,"Faille","Invertebrates","Terrestrial",NA,"France","Europe","Sub-national (within-country region)",12,"2010","2012","every 3 to 4 months during 3 years","","Continuous","During","Tourist","Tourism","No","","Primary","Primary","Biological field observations","Social science field surveys","Sub-national (within-country region)","","1","number of species","No","France"
2020-04-27 17:45:05,"C_Hovis","3484",2015,"Reyes-Martinez","Invertebrates","Marine",NA,"Spain, Rest of the World","Europe","Sub-national (within-country region)",15,"2011","2011","Hourly","","Continuous","Before, After","# tourists/visitors","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","4","assemblage density; richness; diversity; comm comp","No","Spain"
2020-04-16 01:17:00,"E_Xing","3485",2015,"Hein","Other","Marine",1,"Thailand","Asia","Sub-national (within-country region)",1,"2013","2013","Other","na","Categorical","after","�high-use�or �low-use� sites of dive tourism according to sedimentation, diving pressure, snorkelling pressure, waste-water run-off, and boat traffic","Tourism","No","na","Primary","Secondary","biological","biological;social","subnational","na","6","no such data in Chinese survey","No","no such data in Chinese survey"
2020-04-28 10:35:56,"K_Kapsar","3511",2014,"Bocxlaer","Invertebrates","Freshwater",NA,"Malawi","Africa","Intercontinental (> 2 continents)",1,"2004","2004","Unknown/Unclear","Sampling protocol not detailed","Continuous","During","Invasive snail morph","Invasive species","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","2","Density","No","Malawi"
2020-05-14 15:58:00,"E_Xing","3583",2015,"Bispo","Invertebrates","Freshwater",1,"Brazil","South America","Sub-national (within-country region)",15,"2009","2011","Monthly;Other","na","Continuous","before and after holidays","tourists","Tourism","No","na","Primary","Secondary","biological","social","subnational","na","2","no such data in Chinese survey","No","no such data in Chinese survey"
2020-04-16 02:12:00,"E_Xing","3668",2015,"Meyer","Reptiles;Amphibians","Freshwater",3,"USA, Spain and France","Europe","Intercontinental (>2 continents)",1,NA,NA,"Other","na","Categorical","after","red-eared slider turtle exported from USA to Europe","Species Dispersal","Yes","na","Primary","Other","biological","other","international 1 continent","na","1","no such data in Chinese survey","No","no such data in Chinese survey"
2020-05-25 17:28:27,"Y_Zhang","3697",2014,"Moraga","Mammals","Terrestrial",NA,"Chile","South America","Sub-national (within-country region)",16,"2006","2010","Seasonally","","Continuous","Before, After","","Migration (non-human), Mentioned commercial logging but its impact is not measured.","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","Guanaco density","No","Chile"
2020-04-28 11:20:44,"K_Kapsar","3772",2014,"McDermid","Fish","Freshwater",NA,"Canada","North America (includes Hawaii & all countries above Panama Canal)","Sub-national (within-country region)",4,"1940","2010","Decadally","","Categorical","Before, During","Dam","Energy Transfer","No","","Primary","Secondary","Biological field observations","unspecified","Sub-national (within-country region)","","7","Observed heterozygosity; allellic richness; coefficient of inbreeding; pairwise divergence; relatedness; effective population size","No","Canada"
2020-05-25 23:33:33,"Y_Zhang","3849",2014,"Wolf","Plants/trees/shrubs","Terrestrial",NA,"Australia","Oceania (Australia, New Zealand, Fiji, etc)","Unclear/unspecified",2,"2006","2007","Unknown/Unclear","Field work days","Continuous","After","","Tourism","No","","Primary","Secondary","Biological field observations","Inferred tourists (trail/road use intensity)","Sub-national (within-country region)","","3","Total plant cover, non-native spcies, simpson's diversity index","No","Australia"
2020-04-05 16:30:29,"E_Dean","3868",2014,"de Bie","Plants/trees/shrubs","Terrestrial",NA,"Australia","Oceania (Australia, New Zealand, Fiji, etc)","Sub-national (within-country region)",2,"2001","2011","Annually","","Categorical","During","No ""flow"" identified","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","Exotic species richness","No","Australia"
2020-04-28 13:20:02,"K_Kapsar","3989",2014,"Bessa","Invertebrates","Marine",NA,"Portugal","Europe","Unclear/unspecified",2,"1999","2011","Monthly, Seasonally","","Categorical","During","Tourists","Tourism","No","","Primary","Secondary","Biological field observations","Unclear. Presence/absence of tourists ","Sub-national (within-country region)","","6","density (3 spp); richness; Shannon-Weiner index; community structure","No","Portugal"
2020-04-30 14:57:01,"Y_Zhang","4020",2014,"Huhta","Birds","Terrestrial",NA,"Finland","Europe","Sub-national (within-country region)",2,"2004","2006","Unknown/Unclear","Involving field work days","Categorical","After","Tourists (implied)","Tourism","No","","Primary","Secondary","Biological field observations","Broadly use urban areas, campfire sites, hiking trails","Sub-national (within-country region)","","1","Bird abundance","No","Finland"
2020-06-03 15:02:49,"A_Herzberger","4060",2014," Kleijn","Birds","Terrestrial, Freshwater",NA,"Morocco ","Africa","International (within a continent; e.g., European Union)",21,"1985","2011","Annually","","Categorical","Before, After","","Knowledge Transfer","No","","Secondary","Secondary","Biological field observations","Field observations","Sub-national (within-country region)","","alot, im going to send an excel sheet ","waterbird abundance, richness ","No","Morocco"
2020-04-29 17:30:20,"C_Hovis","4063",2014,"Sealey","Plants/trees/shrubs","Marine",NA,"Bahamas, Rest of the world","North America (includes Hawaii & all countries above Panama Canal)","Global (>100 countries)",1,"2002","2012","Annually","","Continuous","Before, During, After","Human impact rank related to tourism","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","4","number of spp, margalef index, shannon, assemblage","No","Bahamas"
2020-03-18 15:23:17,"A_Herzberger","4087",2012,"Randall","Birds","Terrestrial, Freshwater",1,"USA","North America","Sub-national ((within-country region)",13,"1995","2007","Annually","","Categorical","Before, After","state conservation program","Knowledge Transfer","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","bird density","No",""
2020-03-18 12:23:33,"MG_Chung","4132",2014,"Bjerke","Birds","Terrestrial",1,"Norway","Europe","Sub-national ((within-country region)",1,"2011","2011","Seasonally","","Continuous","During","spring-staging pink-footed geese (as measured from the goose-dropping counts)","Migration (non-human)","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","Populations of migratory geese negatively impact available hay biomass and quality that are used for milk feed from farmers.","1","the Shannon biodiversity index of weeds","No",""
2020-05-11 11:24:21,"R_Chen","4136",2014,"Li","Birds","Terrestrial",NA,"1","Asia","National",30,"1981","2010","Annually","","Continuous","After","international trade of birds","Trade","No","","Secondary","Secondary","Social science field observations","Social science field surveys","National","","1","Number of Species","No","1"
2020-03-18 15:10:03,"MG_Chung","4155",2014,"Thomas","Birds","Terrestrial",1,"USA","North America","Sub-national ((within-country region)",1,"2009","2010","Annually","","Categorical","During, After","the number of oil wells (active, conventional oil-gas well)(wells/site, wells/km2)","Energy Transfer","No","","Primary","Primary","Biological field observations","Social science field surveys","Sub-national (within-country region)","","2","species richness; species abundance","No",""
2020-06-22 13:54:59,"R_Chen","4180",2014,"Kowalewski ","Clams","Marine",NA,"Spain","Europe","Sub-national (within-country region)",2,"1978","2010","Monthly","","Continuous","After","Loss of Shells to Tourism","Tourism","No","","Primary","Secondary","Biological field observations","Aggregate institutional data","Sub-national (within-country region)","","1","number of species","No","Spain"
2020-05-12 16:57:18,"R_Chen","4207",2017,"Goswami","Mammals","Terrestrial",NA,"1","Asia","Sub-national (within-country region)",1,"2008","2008","Annually","","Continuous","After","how conflict affect biodiversity","governance","No","","Primary","Secondary","Biological field observations","Social science field surveys","Sub-national (within-country region)","","1","density of animals","No","1"
2020-05-26 11:03:35,"Y_Zhang","4209",2014,"Molina-Montenegro","Plants/trees/shrubs","Terrestrial",NA,"Antarctica","Antarctica","International (within a continent; e.g., European Union)",2,"2007","2009","Seasonally","","Continuous","Before, After","Visitors (tourists, scientists)","Migration (human)","No","Visitors must be from another continent (?)","Primary","Secondary","Biological field observations","Didn't identify source or number of visitors","International (within a continent; e.g., European Union)","","1","Number of P. annua individuals (abundance)","No","Antarctica"
2020-05-19 12:26:04,"X_Wu","4257",2014,"Miranda","Invertebrates","Freshwater",NA,"South Africa","Africa","Unclear/unspecified",2,"1968","2013","Annually","","Categorical","Before, After","","Trade, Species Dispersal","No","","Secondary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","Composition","No","South Africa"
2020-04-30 15:37:52,"Y_Zhang","4293",2014,"Ballantyne","Plants/trees/shrubs","Terrestrial",NA,"Australia","Oceania (Australia, New Zealand, Fiji, etc)","Sub-national (within-country region)",2,"2003","2013","Unknown/Unclear","Involves field work days","Unclear number of tourists","After","Tourists in hiking trails","Tourism","No","","Primary","Secondary","Biological field observations","Use hiking trails as proxy of tourists","Sub-national (within-country region)","","1","Abundance","No","Australia"
2020-04-06 11:09:29,"X_Wu","4393",2013,"Hanafiah","Fish","Freshwater",NA,"Germany; Netherlands; Belgium; Hungary; Austria; Slovakia; Luxembourg; France","Europe","International (within a continent; e.g., European Union)",1,"1992","2009","Unknown/Unclear","The data is secondary data.","Categorical","During","","Trade, Species Dispersal","No","","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","International (within a continent; e.g., European Union)","","1","Species richness","No","Germany; Netherlands; Belgium; Hungary; Austria; Slovakia; Luxembourg; France"
2020-05-26 17:21:18,"R_Chen","4427",2013,"Ellis","Birds","Freshwater",NA,"1","North America (includes Hawaii & all countries above Panama Canal)","National",11,"1998","2008","Annually","","Continuous","After","Impacts of commercial fisheries on migratory birds","Migration (non-human)","No","","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","National","","1","number of species","No","1"
2020-05-26 00:06:42,"Y_Zhang","4445",2013,"Wolf","Birds","Terrestrial",NA,"Australia","Oceania (Australia, New Zealand, Fiji, etc)","Unclear/unspecified",2,"2006","2007","Unknown/Unclear","Field work days","Continuous","After","","Tourism","No","","Primary","Secondary","Biological field observations","Tourists (road/trail classified as intense use - high/low)","Sub-national (within-country region)","","2","Number of birds, species richness","No","Australia"
2020-05-28 14:58:08,"K_Kapsar","4509",2013,"Luo","Mammals","Terrestrial",NA,"China","Asia","Unclear/unspecified",1,"2003","2011","Unknown/Unclear","Census across 9 years","Categorical","During, After","Tourists","Tourism","No","","Primary","Primary","Biological field observations","Field observations, Social science field surveys","Sub-national (within-country region)","","1","Species richness","No","China"
2020-06-15 13:56:37,"A_Herzberger","4518",2013,"Hyun","Birds","Freshwater, Marine",NA,"South Korea, North Korea, China, Mongolia, Australia ","Asia","International (within a continent; e.g., European Union)",1,"1999","2006","Unknown/Unclear","","Categorical","After","land was reclaimed and used for rice production, farmers changed management to attract birds, being compared to a control","Trade, Migration (non-human), Knowledge Transfer","No","","Primary, Secondary","Primary","Biological field observations, Aggregate institutional data","Field observations, Aggregate institutional data","Sub-national (within-country region)","","1","diversity ","No","South Korea"
2020-04-06 15:55:08,"X_Wu","4551",2013,"Fukami","Plants/trees/shrubs","Terrestrial",NA,"New Zealand","Oceania (Australia, New Zealand, Fiji, etc)","Unclear/unspecified",5,"2002","2006","Annually","","Categorical","During","","Species Dispersal","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","3","alpha diversity; beta diversity; gamma diversity","No","New Zealand"
2020-04-29 13:55:51,"K_Kapsar","4552",2013,"Zhou","Mammals","Terrestrial",NA,"China","Asia","Unclear/unspecified",1,"2007","2007","Seasonally","","Ordinal","During","","Tourism","No","","Primary","Primary","Biological field observations","Social science field surveys","Sub-national (within-country region)","","1","fieldsign abundance","No","China"
2020-05-11 02:21:00,"E_Xing","4574",2013,"BERGER","Mammals","Terrestrial",3,"Mongolia, India, and China","Asia","Internaitonal (within a continent; e.g., European Union)",1,"2006","2007","Other","na","Continuous","1","biomass of domestic goat","Trade","No","na","Primary;Secondary","Primary;Secondary","biological;aggregate","social;aggregate","international 1 continent","na","1","no such data in Chinese survey","No","no such data in Chinese survey"
2020-04-30 13:01:49,"C_Hovis","4760",2013,"Sada","Invertebrates","Terrestrial, Freshwater",NA,"USA, Rest of the world","North America (includes Hawaii & all countries above Panama Canal)","Global (>100 countries)",1,"2006","2007","Seasonally","","Categorical","Before, After","Music festival activity","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","study took place in nevada, playas are seasonally flooded and this is crucial for the life history of the organism, wasn't sure if I should tag as freshwater or terrestrial so I put both","2","egg density for two spp","No","USA"
2020-05-26 17:07:34,"R_Chen","4772",2013,"Shrestha","Plants/trees/shrubs","Terrestrial",NA,"1","Asia","Sub-national (within-country region)",11,"2001","2011","Annually","","Continuous","During","impacts of trade on fungus","Trade","No","","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","Sub-national (within-country region)","","1","number of species","No","1"
2020-04-30 19:01:01,"K_Kapsar","4831",2013,"Pour","Invertebrates","Marine",NA,"Iran","Asia","Unclear/unspecified",2,"2009","2009","Unknown/Unclear","Two sampling events. Unclear how long they took. ","Categorical","During, After","Tourists","Tourism","No","","Primary","Secondary","Biological field observations","Unclear. ","Sub-national (within-country region)","","8","richness, density, assemblage, body size","No","Iran"
2020-04-30 21:27:15,"M_Lei","4832",2013,"SILCOCK","Plants/trees/shrubs","Terrestrial",NA," Australia","Oceania (Australia, New Zealand, Fiji, etc)","Sub-national (within-country region)",1,"2010","2010","Unknown/Unclear","","Continuous","During","grazing, a control group was set up","grazing","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","2","richness and abundance","No"," Australia"
2020-03-19 09:52:00,"A_Herzberger","4841",2015,"Condon","Invertebrates","Marine",20,"many","North America, South America, Asia, Europe, Africa, Antarctica, Oceania (Australia, New Zealand, Fiji, etc)","Global (>100 countries)",30,"1970","2011","Annually","years","they just assume the ocean has got worse over the last 30 years","Before, During, After","general ocean degradation overtime","Trade, Tourism","No","","Secondary","Secondary","Biological field observations","Field observations","Global (>100 countries)","","1","abundance ","No",""
2020-04-27 16:08:59,"C_Hovis","4850",2013,"Arizaga","Birds","Terrestrial",NA,"Spain","Europe","Unclear/unspecified",1,"2011","2011","Seasonally","","Categorical","Before, After","invasive spp","Species Dispersal","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","diversity indes","No","Spain"
2020-04-30 17:10:08,"Y_Zhang","5063",2019,"Warren","Birds","Terrestrial",NA,"USA","North America (includes Hawaii & all countries above Panama Canal)","Sub-national (within-country region)",2,"2006-2008","2011-2013","Unknown/Unclear","Field work days involved","Continuous","Before, After","Urbanization between two study years","Migration (human)","No","","Primary","Secondary","Biological field observations","Aggregate institutional data","Sub-national (within-country region)","","3","Richness, occupancy, abundance","No","USA"
2020-04-30 18:03:02,"Y_Zhang","5076",2018,"Assandri","Birds","Terrestrial",NA,"Italy","Europe","Sub-national (within-country region)",2,"2017","2017","Unknown/Unclear","Three visits/surveys during breeding seasons","Continuous","After","Agriculture (EU CAP policy)","Trade, Agricultural policy (trade inferred)","No","","Primary","Secondary","Biological field observations","Aggregate institutional data","Sub-national (within-country region)","","1","Richness","No","Italy"
2020-04-05 11:50:54,"X_Wu","5125",2019,"Niu","Plants/trees/shrubs","Terrestrial",NA,"China and rest of the world","Asia","Unclear/unspecified",1,NA,NA,"Unknown/Unclear","Not mention in the paper","Continuous","During","","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","Species diversity","No","China"
2020-05-11 20:24:00,"E_Xing","5175",2019,"Lewis","Birds","Terrestrial",1,"USA","North America","Sub-national (within-country region)",4,"2016","2018","Annually","na","Categorical","after, 1 time, compare with other wetland","Payment for Agricultural Conservation Easement Program (ACEP)","Other","No","na","Primary","Secondary","biological","social","subnational","na","2","no such data in Chinese survey","No","no such data in Chinese survey"
2020-04-06 11:53:33,"X_Wu","5309",2019,"Dunn","Birds","Terrestrial",NA,"Antarctic","Antarctica","Intercontinental (> 2 continents)",21,"1996","2017","Annually","","Continuous","During","","Tourism","No","","Primary","Primary","Biological field observations","Field observations","International (within a continent; e.g., European Union)","","1","Population","No","Antarctic"
2020-04-30 17:31:20,"Y_Zhang","5314",2018,"Reif","Birds","Terrestrial",NA,"Czechia","Europe","National",2,"1993-2004","2005-2017","Annually","","Continuous","Before, After","","Trade, Agricultural intensity (trade inferred)","No","","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","National","","1","Bird population abundance","No","Czechia"
2020-04-10 16:05:37,"A_Herzberger","5477",2018,"Symes","Birds","Marine",NA,"Sundaland - its not really any countries, more like a region of islands","Asia, Europe, Oceania (Australia, New Zealand, Fiji, etc)","Intercontinental (> 2 continents)",2,"2000","2015","Annually","","Categorical","During","exploitation and habitat loss (driven by wildlife trade, agriculture)","Trade","Yes","they discuss the different sources of exploitation and habitat loss","Primary, Secondary","Secondary","Social science field observations, Remote sensing, Aggregate institutional data","Remote sensing, Aggregate institutional data","Intercontinental (> 2 continents)","","1","habitat loss","No","Sundaland - its not really any countries, more like a region of islands"
2020-03-19 10:43:14,"A_Herzberger","5486",2018,"Urra","Invertebrates","Marine",1,"Spain","Europe","Sub-national ((within-country region)",4,"2004","2005","Seasonally","","Categorical","Before, During, After","harvest of mollusks during tourist season ","Tourism","No","","Primary","Secondary","Biological field observations","Field observations","Sub-national (within-country region)","","1","abundance","No",""
2020-06-09 14:31:59,"A_Herzberger","5577",2012,"Fischer","Birds","Terrestrial, Freshwater",NA,"USA","North America (includes Hawaii & all countries above Panama Canal)","Intercontinental (> 2 continents)",2,"2005","2006","Seasonally","","Categorical","During, After","Invasion of riparian areas by Russian Olive that was introduced for conservation (soil stability)  ","Species Dispersal, Knowledge Transfer","No","","Primary","Primary","Biological field observations","Field observations, Remote sensing","Sub-national (within-country region)","","1","Species richness","No","USA"
2020-05-19 20:24:57,"X_Wu","5746",2012,"Villamagna","Birds","Freshwater",NA,"Mexico","North America (includes Hawaii & all countries above Panama Canal)","Unclear/unspecified",6,"2006","2008","Seasonally","","Continuous","During","","Species Dispersal","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","4","Density, species richness, Simpson's index, species composition","No","Mexico"
2020-04-30 12:40:57,"C_Hovis","5756",2012,"Remis","Mammals","Terrestrial",NA,"Central African Republic, Rest of the World?","Africa","Unclear/unspecified",2,"1994","2009","Seasonally","","Continuous","Before, After","","Trade, Migration (human)","No","","Primary","Primary","Biological field observations","Field observations, Social science field surveys","Sub-national (within-country region)","Unclear if migrants/demand for meat comes from outside the country/continent","7","groups/km, spp comp","No","Central African Republic"
2020-04-30 16:38:13,"K_Kapsar","5773",2012,"Chepinoga","Plants/trees/shrubs","Terrestrial",NA,"Russia","Asia","Unclear/unspecified",1,"2009","2009","Unknown/Unclear","Single time period","Continuous","During","Tourists","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","species richness","No","Russia"
2020-04-30 17:00:31,"K_Kapsar","5782",2012,"Martin","Birds","Terrestrial",NA,"Spain","Europe","Unclear/unspecified",2,"1998","2008","Unknown/Unclear","","Continuous","Before, During","Agri-environmental policy","Knowledge Transfer","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","Percent change in population size","No","Spain"
2020-05-11 23:37:00,"E_Xing","5804",2012,"FITZGERALD","Other","Terrestrial",1,"USA","North America","Sub-national (within-country region)",34,"1993","2009","Other","na","Continuous","na","alien species","Migration nonhuman","No","na","Primary","Primary","biological","biological","subnational","na","1","no such data in Chinese survey","No","no such data in Chinese survey"
2020-05-15 14:32:41,"E_Dean","5844",2012,"Brewer","Fish","Marine",NA,"Solomon islands whose pressure on coral reef fishes are driven by market demand, pop. density, and socioeconomic development that ultimately affect fishing pressure and reduction in coral cover","Oceania (Australia, New Zealand, Fiji, etc)","Sub-national (within-country region)",1,"2004","2004","Monthly","","Continuous","During","Human population density (people per sq. km of the coral reef), socioeconomic development (sum of un-weighted infrastructures and amenities), market access (un-weighted sum of the shortest distance from each ecological sampling location to the nearest local fish market, provincial capital, and national capital using roads and sea as routes as distance measures)","Trade","Yes","","Primary","Secondary","Biological field observations","Social science field surveys, Aggregate institutional data","Sub-national (within-country region)","","8","Species richness; species evenness; average taxonomic distinctness (AvTD); variation in taxonomic distinctness (VarTD); all herbivores; non-target herbivores; all piscivores; non-target piscivores","No","Solomon Islands"
2020-04-05 17:29:40,"X_Wu","5853",2012,"Flecks","Reptiles","Terrestrial",NA,"Tanzania","Africa","Intercontinental (> 2 continents)",1,"2009","2009","Annually","","Categorical","During","","Trade","No","","Primary","Primary","Biological field observations","Social science field surveys","Sub-national (within-country region)","","1","Population","No","Tanzania"
2020-03-26 16:18:22,"A_Herzberger","5875",2012,"Fiedler","Reptiles","Marine",NA,"sampled in global driftnet fishery","South America, Africa","Global (>100 countries)",5,"2002","2008","Annually","","Categorical","During","Driftnet fisheries by catch sea turtle ","Trade","No","","Primary","Primary","Biological field observations","Field observations","Intercontinental (> 2 continents)","","2","capture rate, capture composition ","No","between 22° to 28°S and 35° to 48°W"
2020-03-20 10:27:11,"A_Herzberger","5905",2012,"Sarmento","Invertebrates","Marine",NA,"Brazil","South America","Sub-national ((within-country region)",1,"2009","2009","5 replicates at 1 time","","Categorical","Before, During, After","trampling of reef habitat by tourists","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","4","reef temperature; reef height; reef weight; species richness; diversity;  community assemblage","No",""
2020-05-28 17:01:26,"K_Kapsar","5926",2011,"Harriague","Invertebrates","Marine",NA,"Italy","Europe","Unclear/unspecified",2,"2006","2007","Unknown/Unclear","Two sampling events","Categorical","Before, During","Tourist vessels in harbor","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","4","abundance, biomass, species richness, ecological integrity","No","Italy"
2020-03-19 15:21:28,"MG_Chung","5966",2012,"Vitule","Fish","Freshwater",5,"Brazil; Paraguay; Argentina; Bolivia; Uruguay","South America","International (within a continent; e.g., European Union)",2,NA,NA,"Annually","","Categorical","Before, After","changes in biotic homogenization of fish fauna/assemblages caused by the elimination of a natural barrier due to dam construction, aquaculture, and aquarium trade","Water Transfer","No","","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","International (within a continent; e.g., European Union)","","2","Jaccard's coefficient; Whittaker's beta biodiversity index","No",""
2020-05-25 23:02:44,"M_Lei","6195",2011,"Azhar","Birds","Terrestrial",NA,"Malaysia","Asia","Sub-national (within-country region)",1,"2009","2009","Annually","","Continuous","After","natural forest prior to conversion to oil palms.","Investment","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","birds richness","No","Malaysia"
2020-04-29 16:32:41,"A_Torres","6254",2011,"Seshadri","Mammals, Reptiles, Amphibians, Invertebrates","Terrestrial",NA,"India","Asia","Sub-national (within-country region)",2,"2008","2009","Annually","","Continuous","Before, During","Increased traffic due to religious tourism","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","8","mortality-diurnal-habitat1;mortality-diurnal-habitat2;mortality-diurnal-habitat3;mortality-diurnal-habitat4;mortality-nocturnal-habitat1;mortality-nocturnal-habitat2;mortality-nocturnal-habitat3;mortality-nocturnal-habitat4","No","India"
2020-05-12 00:58:24,"R_Chen","6315",2011,"Burn","Mammals","Terrestrial",NA,"many","Unclear/unknown","Global (>100 countries)",8,"2002","2009","Unknown/Unclear","don't mentioned","Continuous","After","ivory trade","Trade","No","","Secondary","Secondary","Biological field observations","Field observations","Intercontinental (> 2 continents)","","1","poaching index","No","many"
